id,first,if_zxs,order,normal_c,first_name,normal_name,first_c
"413447","2017-06-13","0","2017-06-22","0","红心火龙果","丹东黄蚬","1"
"413447","2017-06-13","0","2017-06-14","0","红心火龙果","泰国椰青","1"
"413447","2017-06-13","0","2017-06-16","0","红心火龙果","泰国椰青","1"
"413447","2017-06-13","0","2017-07-01","0","红心火龙果","泰国椰青","1"
"413447","2017-06-13","0","2017-07-06","1","红心火龙果","泰国椰青","1"
"413447","2017-06-13","0","2017-06-22","0","红心火龙果","高山东魁杨梅","1"
"413447","2017-06-13","0","2017-07-09","0","红心火龙果","高山东魁杨梅","1"
"413447","2017-06-13","0","2017-06-14","0","红心火龙果","雷尼黄樱桃","1"
"413447","2017-06-13","0","2017-06-14","0","红心火龙果","雷尼黄樱桃","1"
"413447","2017-06-13","0","2017-06-25","0","红心火龙果","海南桥沙地瓜","1"
"413447","2017-06-13","0","2017-07-01","0","红心火龙果","桂味荔枝","1"
"413447","2017-06-13","0","2017-06-28","1","红心火龙果","赤焰紫桃","1"
"413447","2017-06-13","0","2017-07-08","0","红心火龙果","阳山水蜜桃","1"
"413447","2017-06-13","0","2017-07-08","0","红心火龙果","阳山水蜜桃","1"
"413447","2017-06-13","0","2017-07-07","0","红心火龙果","原味葵花籽","1"
"413448","2017-06-15","0",NULL,NULL,"重庆小面",NULL,"0"
"413449","2017-06-14","0","2017-06-20","0","丹东黄蚬","六鳌红蜜薯","1"
"413450","2017-06-13","0",NULL,NULL,"藜麦",NULL,"0"
"413467","2017-06-13","0",NULL,NULL,"蓝莓",NULL,"0"
"413508","2017-06-16","0","2017-06-16","1","丹东黄蚬","红心火龙果","1"
"413508","2017-06-16","0","2017-06-16","1","丹东黄蚬","法国猪肋排","1"
"413508","2017-06-16","0","2017-06-30","1","丹东黄蚬","泰国沙竹(山竹)","1"
"413511","2017-06-16","0",NULL,NULL,"泰国椰青",NULL,"1"
"413519","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"0"
"413523","2017-06-13","0",NULL,NULL,"湖南米粉",NULL,"0"
"413525","2017-06-23","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413529","2017-06-13","0","2017-06-15","0","红心火龙果","猫山王速冻榴莲","1"
"413529","2017-06-13","0","2017-06-16","1","红心火龙果","手工清真牛肉酱","1"
"413529","2017-06-13","0","2017-06-23","1","红心火龙果","湖南米粉","1"
"413529","2017-06-13","0","2017-06-14","0","红心火龙果","重庆小面","1"
"413529","2017-06-13","0","2017-06-23","0","红心火龙果","海阳网纹蜜瓜","1"
"413529","2017-06-13","0","2017-07-04","0","红心火龙果","进口超甜香蕉","1"
"413529","2017-06-13","0","2017-06-30","1","红心火龙果","麻辣小海鲜","1"
"413529","2017-06-13","0","2017-06-16","1","红心火龙果","防晒小黑伞","1"
"413529","2017-06-13","0","2017-06-14","1","红心火龙果","云南“黑珍珠”葡萄","1"
"413529","2017-06-13","0","2017-07-04","1","红心火龙果","海南桥沙地瓜","1"
"413529","2017-06-13","0","2017-06-28","1","红心火龙果","赤焰紫桃","1"
"413529","2017-06-13","0","2017-07-09","0","红心火龙果","阳山水蜜桃","1"
"413536","2017-06-13","0","2017-06-27","1","红心火龙果","红心火龙果","1"
"413536","2017-06-13","0","2017-06-17","1","红心火龙果","丹东黄蚬","1"
"413536","2017-06-13","0","2017-06-27","1","红心火龙果","丹东黄蚬","1"
"413536","2017-06-13","0","2017-06-20","0","红心火龙果","生态鲜腐竹","1"
"413546","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413550","2017-06-29","0","2017-07-01","0","海阳网纹蜜瓜","越南百香果","1"
"413550","2017-06-29","0","2017-06-29","1","海阳网纹蜜瓜","南极银鳕鱼(犬牙鱼)","1"
"413552","2017-06-13","0",NULL,NULL,"重庆小面",NULL,"0"
"413558","2017-06-28","0","2017-07-05","1","生态鲜腐竹","藜麦","1"
"413558","2017-06-28","0","2017-07-04","1","生态鲜腐竹","新疆切糕","1"
"413558","2017-06-28","0","2017-07-07","1","生态鲜腐竹","新疆切糕","1"
"413563","2017-06-13","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"413570","2017-06-23","0","2017-06-23","1","重庆小面","丹东黄蚬","0"
"413571","2017-06-13","0","2017-06-29","1","巨无霸金奇异果","五彩野鸡蛋","0"
"413571","2017-06-13","0","2017-06-19","0","巨无霸金奇异果","泰国椰青","0"
"413571","2017-06-13","0","2017-06-16","0","巨无霸金奇异果","生态鲜腐竹","0"
"413571","2017-06-13","0","2017-06-24","0","巨无霸金奇异果","美早大樱桃","0"
"413571","2017-06-13","0","2017-06-23","0","巨无霸金奇异果","云南“黑珍珠”葡萄","0"
"413571","2017-06-13","0","2017-06-26","0","巨无霸金奇异果","云南“黑珍珠”葡萄","0"
"413571","2017-06-13","0","2017-06-15","0","巨无霸金奇异果","雷尼黄樱桃","0"
"413571","2017-06-13","0","2017-07-01","0","巨无霸金奇异果","海南桥沙地瓜","0"
"413571","2017-06-13","0","2017-07-08","0","巨无霸金奇异果","北极甜虾","0"
"413577","2017-06-13","0",NULL,NULL,"生态巢蜜",NULL,"0"
"413586","2017-06-19","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"413590","2017-06-13","0","2017-07-08","0","蓝莓","泰国沙竹(山竹)","0"
"413590","2017-06-13","0","2017-07-08","0","蓝莓","阳山水蜜桃","0"
"413596","2017-06-13","0",NULL,NULL,"蓝莓",NULL,"0"
"413597","2017-06-13","0",NULL,NULL,"蓝莓",NULL,"0"
"413601","2017-06-13","0",NULL,NULL,"生态鲜腐竹",NULL,"0"
"413602","2017-06-13","0","2017-06-29","1","丹东黄蚬","泰国椰青","1"
"413608","2017-06-13","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"413617","2017-06-14","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413638","2017-06-29","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"1"
"413639","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"0"
"413645","2017-06-13","0","2017-06-30","0","蓝莓","越南百香果","0"
"413645","2017-06-13","0","2017-07-02","0","蓝莓","越南百香果","0"
"413645","2017-06-13","0","2017-07-02","0","蓝莓","南非红西柚","0"
"413645","2017-06-13","0","2017-06-21","0","蓝莓","泰国椰青","0"
"413645","2017-06-13","0","2017-06-24","0","蓝莓","泰国椰青","0"
"413645","2017-06-13","0","2017-06-27","1","蓝莓","山楂优块","0"
"413649","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413652","2017-06-13","0",NULL,NULL,"重庆小面",NULL,"0"
"413653","2017-06-13","0","2017-07-02","0","蓝莓","越南百香果","0"
"413653","2017-06-13","0","2017-07-10","0","蓝莓","泰国椰青","0"
"413653","2017-06-13","0","2017-06-29","1","蓝莓","法国猪肋排","0"
"413653","2017-06-13","0","2017-07-09","0","蓝莓","珍珠小笼包","0"
"413653","2017-06-13","0","2017-06-30","0","蓝莓","泰国沙竹(山竹)","0"
"413653","2017-06-13","0","2017-06-14","0","蓝莓","雷尼黄樱桃","0"
"413653","2017-06-13","0","2017-06-29","1","蓝莓","北极甜虾","0"
"413653","2017-06-13","0","2017-06-26","0","蓝莓","长绒棉毛巾","0"
"413653","2017-06-13","0","2017-07-09","0","蓝莓","阳山水蜜桃","0"
"413657","2017-06-16","0","2017-06-20","0","泰国椰青","六鳌红蜜薯","0"
"413657","2017-06-16","0","2017-06-28","0","泰国椰青","夹心海苔","0"
"413657","2017-06-16","0","2017-06-29","0","泰国椰青","夹心海苔","0"
"413657","2017-06-16","0","2017-07-01","1","泰国椰青","夹心海苔","0"
"413657","2017-06-16","0","2017-06-20","0","泰国椰青","生态鲜腐竹","0"
"413660","2017-06-23","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413661","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"0"
"413665","2017-06-14","1","2017-06-14","0","丹东黄蚬","刘老汉薄皮吊瓜","1"
"413665","2017-06-14","1","2017-06-28","1","丹东黄蚬","刘老汉薄皮吊瓜","1"
"413665","2017-06-14","1","2017-06-29","1","丹东黄蚬","阿根廷红虾","1"
"413665","2017-06-14","1","2017-07-04","1","丹东黄蚬","手工清真牛肉酱","1"
"413665","2017-06-14","1","2017-06-22","0","丹东黄蚬","满天星百香果","1"
"413665","2017-06-14","1","2017-06-25","1","丹东黄蚬","满天星百香果","1"
"413665","2017-06-14","1","2017-06-22","0","丹东黄蚬","山核桃仁","1"
"413665","2017-06-14","1","2017-06-22","1","丹东黄蚬","山核桃仁","1"
"413665","2017-06-14","1","2017-06-30","1","丹东黄蚬","泰国椰青","1"
"413665","2017-06-14","1","2017-07-07","1","丹东黄蚬","泰国椰青","1"
"413665","2017-06-14","1","2017-07-07","1","丹东黄蚬","泰国椰青","1"
"413665","2017-06-14","1","2017-06-29","1","丹东黄蚬","法国猪肋排","1"
"413665","2017-06-14","1","2017-06-22","0","丹东黄蚬","海阳网纹蜜瓜","1"
"413665","2017-06-14","1","2017-06-23","0","丹东黄蚬","海阳网纹蜜瓜","1"
"413665","2017-06-14","1","2017-06-23","0","丹东黄蚬","海阳网纹蜜瓜","1"
"413665","2017-06-14","1","2017-06-23","0","丹东黄蚬","海阳网纹蜜瓜","1"
"413665","2017-06-14","1","2017-06-23","0","丹东黄蚬","海阳网纹蜜瓜","1"
"413665","2017-06-14","1","2017-06-29","1","丹东黄蚬","便携榨汁神器","1"
"413665","2017-06-14","1","2017-06-30","0","丹东黄蚬","麻辣小海鲜","1"
"413665","2017-06-14","1","2017-07-07","1","丹东黄蚬","迁西甘栗仁","1"
"413665","2017-06-14","1","2017-07-10","1","丹东黄蚬","新西兰红玫瑰苹果","1"
"413665","2017-06-14","1","2017-06-22","0","丹东黄蚬","台农凤梨16号","1"
"413665","2017-06-14","1","2017-06-29","1","丹东黄蚬","北极甜虾","1"
"413665","2017-06-14","1","2017-06-28","1","丹东黄蚬","赤焰紫桃","1"
"413676","2017-06-13","0",NULL,NULL,"红心火龙果",NULL,"1"
"413686","2017-06-13","0","2017-06-18","0","蓝莓","蓝莓","0"
"413686","2017-06-13","0","2017-06-26","1","蓝莓","长绒棉毛巾","0"
"413687","2017-06-13","0","2017-07-04","0","蓝莓","山楂优块","0"
"413702","2017-06-28","0","2017-07-03","0","每日坚果","六鳌红蜜薯","0"
"413709","2017-06-14","0",NULL,NULL,"新西兰红玫瑰苹果",NULL,"0"
"413719","2017-06-20","0","2017-06-29","1","海阳网纹蜜瓜","重庆小面","0"
"413728","2017-06-14","0",NULL,NULL,"夹心海苔",NULL,"1"
"413729","2017-06-14","0","2017-07-03","0","秘鲁牛油果","刘老汉薄皮吊瓜","0"
"413729","2017-06-14","0","2017-06-14","0","秘鲁牛油果","柳州螺蛳粉","0"
"413729","2017-06-14","0","2017-06-24","0","秘鲁牛油果","南极银鳕鱼(犬牙鱼)","0"
"413729","2017-06-14","0","2017-06-24","0","秘鲁牛油果","和田玉枣","0"
"413729","2017-06-14","0","2017-06-29","1","秘鲁牛油果","和田玉枣","0"
"413729","2017-06-14","0","2017-07-07","0","秘鲁牛油果","夹心海苔","0"
"413729","2017-06-14","0","2017-06-29","1","秘鲁牛油果","生态鲜腐竹","0"
"413729","2017-06-14","0","2017-06-26","0","秘鲁牛油果","湖南米粉","0"
"413731","2017-06-13","0","2017-06-24","0","红心火龙果","六鳌红蜜薯","1"
"413736","2017-06-16","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413738","2017-06-15","0","2017-06-19","0","刘老汉薄皮吊瓜","六鳌红蜜薯","0"
"413738","2017-06-15","0","2017-06-22","0","刘老汉薄皮吊瓜","沁州黄小米","0"
"413738","2017-06-15","0","2017-06-19","0","刘老汉薄皮吊瓜","手工面","0"
"413738","2017-06-15","0","2017-06-30","0","刘老汉薄皮吊瓜","泰国椰青","0"
"413738","2017-06-15","0","2017-06-18","1","刘老汉薄皮吊瓜","海阳网纹蜜瓜","0"
"413740","2017-06-13","1",NULL,NULL,"柳州螺蛳粉",NULL,"0"
"413750","2017-06-13","0",NULL,NULL,"秘鲁牛油果",NULL,"0"
"413758","2017-06-13","0",NULL,NULL,"柳州螺蛳粉",NULL,"0"
"413759","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"0"
"413760","2017-06-21","0",NULL,NULL,"巨无霸金奇异果",NULL,"1"
"413767","2017-06-14","0","2017-07-02","0","巨无霸金奇异果","乐纯希腊酸奶","1"
"413769","2017-06-13","0","2017-06-18","1","丹东黄蚬","红心火龙果","1"
"413769","2017-06-13","0","2017-06-14","0","丹东黄蚬","藜麦","1"
"413769","2017-06-13","0","2017-06-18","1","丹东黄蚬","丹东黄蚬","1"
"413769","2017-06-13","0","2017-06-24","1","丹东黄蚬","秘鲁牛油果","1"
"413769","2017-06-13","0","2017-06-18","1","丹东黄蚬","即食香螺","1"
"413769","2017-06-13","0","2017-06-15","1","丹东黄蚬","麻辣小龙虾","1"
"413769","2017-06-13","0","2017-06-16","1","丹东黄蚬","凤梨轻乳酪蛋糕","1"
"413772","2017-06-13","0","2017-06-27","0","丹东黄蚬","丹东黄蚬","0"
"413772","2017-06-13","0","2017-07-01","0","丹东黄蚬","麻辣小龙虾","0"
"413772","2017-06-13","0","2017-07-08","0","丹东黄蚬","海南高山青柠檬","0"
"413790","2017-06-18","0",NULL,NULL,"海南桥沙地瓜",NULL,"0"
"413793","2017-06-13","0","2017-06-13","1","巨无霸金奇异果","法国猪肋排","1"
"413793","2017-06-13","0","2017-06-13","1","巨无霸金奇异果","夹心海苔","1"
"413803","2017-06-14","0","2017-06-20","0","刘老汉薄皮吊瓜","泰国椰青","0"
"413807","2017-06-14","0","2017-06-22","1","夹心海苔","山楂优块","1"
"413810","2017-06-14","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"413813","2017-06-28","0","2017-07-04","0","重庆小面","每日坚果","1"
"413813","2017-06-28","0","2017-07-04","0","重庆小面","柳州螺蛳粉","1"
"413813","2017-06-28","0","2017-07-04","0","重庆小面","泰国椰青","1"
"413818","2017-06-13","0","2017-06-27","1","红心火龙果","海南桥沙地瓜","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","五彩野鸡蛋","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","沁州黄小米","1"
"413820","2017-06-17","0","2017-06-22","0","裸酸奶","腊杆子烧鸡","1"
"413820","2017-06-17","0","2017-06-22","0","裸酸奶","手工面","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","丹东黄蚬","1"
"413820","2017-06-17","0","2017-06-22","0","裸酸奶","丹东黄蚬","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","法国猪肋排","1"
"413820","2017-06-17","0","2017-06-17","1","裸酸奶","生态鲜腐竹","1"
"413820","2017-06-17","0","2017-06-17","1","裸酸奶","多功能清洁膏","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","迁西甘栗仁","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","法国儿童驱蚊手环","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","法国儿童驱蚊手环","1"
"413820","2017-06-17","0","2017-06-20","0","裸酸奶","五常粥米","1"
"413830","2017-06-15","0","2017-06-15","1","巨无霸金奇异果","夹心海苔","1"
"413830","2017-06-15","0","2017-06-16","1","巨无霸金奇异果","迁西甘栗仁","1"
"413830","2017-06-15","0","2017-07-08","0","巨无霸金奇异果","麻辣小龙虾","1"
"413832","2017-06-14","0","2017-07-01","0","雷尼黄樱桃","刘老汉薄皮吊瓜","0"
"413832","2017-06-14","0","2017-07-03","0","雷尼黄樱桃","刘老汉薄皮吊瓜","0"
"413832","2017-06-14","0","2017-07-03","0","雷尼黄樱桃","刘老汉薄皮吊瓜","0"
"413832","2017-06-14","0","2017-07-06","0","雷尼黄樱桃","南非红西柚","0"
"413832","2017-06-14","0","2017-07-07","0","雷尼黄樱桃","法国猪肋排","0"
"413832","2017-06-14","0","2017-06-16","1","雷尼黄樱桃","生态鲜腐竹","0"
"413832","2017-06-14","0","2017-07-07","0","雷尼黄樱桃","高山东魁杨梅","0"
"413832","2017-06-14","0","2017-06-18","1","雷尼黄樱桃","雷尼黄樱桃","0"
"413832","2017-06-14","0","2017-07-06","0","雷尼黄樱桃","阳山水蜜桃","0"
"413838","2017-06-13","0","2017-07-02","1","每日坚果","南非红西柚","1"
"413838","2017-06-13","0","2017-07-02","0","每日坚果","泰国椰青","1"
"413849","2017-06-13","0","2017-06-30","0","山楂优块","山楂优块","0"
"413850","2017-06-13","0","2017-06-13","0","巨无霸金奇异果","红心火龙果","0"
"413850","2017-06-13","0","2017-06-14","1","巨无霸金奇异果","蓝莓","0"
"413853","2017-06-15","0",NULL,NULL,"红心火龙果",NULL,"0"
"413861","2017-06-15","0",NULL,NULL,"蓝莓",NULL,"0"
"413871","2017-06-15","0",NULL,NULL,"蓝莓",NULL,"0"
"413876","2017-06-15","0",NULL,NULL,"黑糯玉米",NULL,"0"
"413881","2017-06-13","0","2017-06-13","0","红心火龙果","麻辣小龙虾","1"
"413886","2017-06-13","0","2017-06-13","1","法国猪肋排","每日坚果","1"
"413886","2017-06-13","0","2017-06-20","0","法国猪肋排","六鳌红蜜薯","1"
"413886","2017-06-13","0","2017-06-20","0","法国猪肋排","六鳌红蜜薯","1"
"413886","2017-06-13","0","2017-06-23","1","法国猪肋排","山核桃仁","1"
"413886","2017-06-13","0","2017-06-18","1","法国猪肋排","秘鲁牛油果","1"
"413886","2017-06-13","0","2017-07-03","0","法国猪肋排","南非红西柚","1"
"413886","2017-06-13","0","2017-06-13","1","法国猪肋排","夹心海苔","1"
"413886","2017-06-13","0","2017-07-06","0","法国猪肋排","泰国沙竹(山竹)","1"
"413886","2017-06-13","0","2017-06-20","0","法国猪肋排","崂山蜜杏","1"
"413886","2017-06-13","0","2017-07-06","0","法国猪肋排","阳山水蜜桃","1"
"413894","2017-06-13","0","2017-06-28","0","生态鲜腐竹","麻辣小龙虾","0"
"413901","2017-06-17","0",NULL,NULL,"蓝莓",NULL,"1"
"413902","2017-06-14","0","2017-06-14","1","雷尼黄樱桃","每日坚果","0"
"413904","2017-06-16","0","2017-06-27","1","每日坚果","泰国椰青","1"
"413905","2017-06-13","0",NULL,NULL,"每日坚果",NULL,"1"
"413923","2017-06-13","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"413930","2017-06-14","0",NULL,NULL,"红心火龙果",NULL,"1"
"413937","2017-06-13","0",NULL,NULL,"每日坚果",NULL,"0"
"413939","2017-06-27","0","2017-06-27","0","麻辣小龙虾","重庆小面","0"
"413943","2017-06-14","1","2017-06-16","1","海阳网纹蜜瓜","巨无霸金奇异果","0"
"413943","2017-06-14","1","2017-06-19","1","海阳网纹蜜瓜","六鳌红蜜薯","0"
"413943","2017-06-14","1","2017-06-15","1","海阳网纹蜜瓜","山楂优块","0"
"413943","2017-06-14","1","2017-06-14","0","海阳网纹蜜瓜","蓝莓","0"
"413943","2017-06-14","1","2017-06-16","1","海阳网纹蜜瓜","蓝莓","0"
"413943","2017-06-14","1","2017-06-17","1","海阳网纹蜜瓜","重庆小面","0"
"413943","2017-06-14","1","2017-06-16","1","海阳网纹蜜瓜","泰国沙竹(山竹)","0"
"413943","2017-06-14","1","2017-06-15","1","海阳网纹蜜瓜","黑糯玉米","0"
"413944","2017-06-14","0",NULL,NULL,"巨无霸金奇异果",NULL,"1"
"413950","2017-06-13","0","2017-06-21","0","夹心海苔","夹心海苔","1"
"413953","2017-06-18","0","2017-06-20","1","山楂优块","巨无霸金奇异果","1"
"413953","2017-06-18","0","2017-06-21","1","山楂优块","夹心海苔","1"
"413955","2017-06-13","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"413964","2017-06-24","0",NULL,NULL,"云南“黑珍珠”葡萄",NULL,"0"
"413968","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"413970","2017-06-22","0",NULL,NULL,"每日坚果",NULL,"0"
"413972","2017-06-13","0",NULL,NULL,"巨无霸金奇异果",NULL,"1"
"413975","2017-06-13","0",NULL,NULL,"便携榨汁神器",NULL,"0"
"413980","2017-06-13","0",NULL,NULL,"巨无霸金奇异果",NULL,"0"
"413986","2017-06-16","0","2017-06-16","0","蓝莓","巨无霸金奇异果","0"
"413986","2017-06-16","0","2017-06-16","1","蓝莓","秘鲁牛油果","0"
"413986","2017-06-16","0","2017-06-25","0","蓝莓","秘鲁牛油果","0"
"413986","2017-06-16","0","2017-06-25","0","蓝莓","泰国椰青","0"
"413986","2017-06-16","0","2017-06-25","0","蓝莓","生态鲜腐竹","0"
"413986","2017-06-16","0","2017-06-26","0","蓝莓","麻辣小龙虾","0"
"414001","2017-06-15","0","2017-06-23","0","丹东黄蚬","山楂优块","1"
"414001","2017-06-15","0","2017-06-27","1","丹东黄蚬","麻辣小龙虾","1"
"414001","2017-06-15","0","2017-06-28","1","丹东黄蚬","麻辣小龙虾","1"
"414001","2017-06-15","0","2017-06-28","1","丹东黄蚬","麻辣小龙虾","1"
"414008","2017-06-14","0","2017-06-17","1","夹心海苔","蓝莓","1"
"414010","2017-06-14","0","2017-06-21","1","巨无霸金奇异果","巨无霸金奇异果","1"
"414010","2017-06-14","0","2017-06-16","1","巨无霸金奇异果","红心火龙果","1"
"414010","2017-06-14","0","2017-06-22","0","巨无霸金奇异果","舟山带鱼","1"
"414010","2017-06-14","0","2017-06-18","1","巨无霸金奇异果","和田玉枣","1"
"414010","2017-06-14","0","2017-06-26","1","巨无霸金奇异果","南非红西柚","1"
"414010","2017-06-14","0","2017-06-23","0","巨无霸金奇异果","海阳网纹蜜瓜","1"
"414010","2017-06-14","0","2017-06-29","1","巨无霸金奇异果","海阳网纹蜜瓜","1"
"414010","2017-06-14","0","2017-06-29","0","巨无霸金奇异果","海阳网纹蜜瓜","1"
"414010","2017-06-14","0","2017-07-10","1","巨无霸金奇异果","海阳网纹蜜瓜","1"
"414010","2017-06-14","0","2017-06-30","1","巨无霸金奇异果","泰国沙竹(山竹)","1"
"414010","2017-06-14","0","2017-06-21","0","巨无霸金奇异果","砀山黄油桃","1"
"414010","2017-06-14","0","2017-06-28","1","巨无霸金奇异果","赤焰紫桃","1"
"414010","2017-06-14","0","2017-07-06","0","巨无霸金奇异果","阳山水蜜桃","1"
"414015","2017-06-15","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"414018","2017-06-13","0","2017-06-29","1","巨无霸金奇异果","刘老汉薄皮吊瓜","0"
"414018","2017-06-13","0","2017-06-13","0","巨无霸金奇异果","法国猪肋排","0"
"414018","2017-06-13","0","2017-06-13","0","巨无霸金奇异果","生态鲜腐竹","0"
"414018","2017-06-13","0","2017-06-13","0","巨无霸金奇异果","黑糯玉米","0"
"414025","2017-06-29","0",NULL,NULL,"南极银鳕鱼(犬牙鱼)",NULL,"1"
"414028","2017-06-14","0","2017-06-23","0","刘老汉薄皮吊瓜","六鳌红蜜薯","0"
"414028","2017-06-14","0","2017-07-03","0","刘老汉薄皮吊瓜","六鳌红蜜薯","0"
"414028","2017-06-14","0","2017-07-01","0","刘老汉薄皮吊瓜","满天星百香果","0"
"414028","2017-06-14","0","2017-06-17","0","刘老汉薄皮吊瓜","秘鲁牛油果","0"
"414028","2017-06-14","0","2017-06-25","1","刘老汉薄皮吊瓜","泰国椰青","0"
"414028","2017-06-14","0","2017-06-17","0","刘老汉薄皮吊瓜","美早大樱桃","0"
"414028","2017-06-14","0","2017-06-25","0","刘老汉薄皮吊瓜","砀山黄油桃","0"
"414028","2017-06-14","0","2017-06-14","0","刘老汉薄皮吊瓜","台农凤梨16号","0"
"414028","2017-06-14","0","2017-06-23","0","刘老汉薄皮吊瓜","麻辣小龙虾","0"
"414028","2017-06-14","0","2017-06-20","1","刘老汉薄皮吊瓜","崂山蜜杏","0"
"414028","2017-06-14","0","2017-06-25","0","刘老汉薄皮吊瓜","桂味荔枝","0"
"414028","2017-06-14","0","2017-07-01","1","刘老汉薄皮吊瓜","鳕鱼水饺","0"
"414028","2017-06-14","0","2017-06-28","0","刘老汉薄皮吊瓜","赤焰紫桃","0"
"414029","2017-06-21","0","2017-06-21","0","法国鲜鸭蛋","五彩野鸡蛋","0"
"414029","2017-06-21","0","2017-06-27","1","法国鲜鸭蛋","古田鲜银耳","0"
"414029","2017-06-21","0","2017-07-05","0","法国鲜鸭蛋","瑶鸡","0"
"414029","2017-06-21","0","2017-07-03","0","法国鲜鸭蛋","泰国椰青","0"
"414029","2017-06-21","0","2017-06-21","0","法国鲜鸭蛋","生态鲜腐竹","0"
"414029","2017-06-21","0","2017-07-03","0","法国鲜鸭蛋","新西兰红玫瑰苹果","0"
"414029","2017-06-21","0","2017-06-27","1","法国鲜鸭蛋","海南桥沙地瓜","0"
"414029","2017-06-21","0","2017-06-27","1","法国鲜鸭蛋","法国鲜鸭蛋","0"
"414032","2017-06-14","0",NULL,NULL,"蓝莓",NULL,"0"
"414033","2017-06-15","0",NULL,NULL,"台农凤梨16号",NULL,"0"
"414038","2017-06-15","0","2017-07-10","0","丹东黄蚬","山楂优块","0"
"414038","2017-06-15","0","2017-06-15","0","丹东黄蚬","生态鲜腐竹","0"
"414038","2017-06-15","0","2017-07-05","0","丹东黄蚬","法国儿童驱蚊手环","0"
"414046","2017-06-17","0",NULL,NULL,"夹心海苔",NULL,"1"
"414053","2017-06-30","0","2017-07-03","0","海阳网纹蜜瓜","六鳌红蜜薯","0"
"414053","2017-06-30","0","2017-07-08","0","海阳网纹蜜瓜","海阳网纹蜜瓜","0"
"414061","2017-06-13","0","2017-06-13","0","裸酸奶","刘老汉薄皮吊瓜","0"
"414061","2017-06-13","0","2017-06-13","0","裸酸奶","秘鲁牛油果","0"
"414061","2017-06-13","0","2017-07-05","0","裸酸奶","重庆小面","0"
"414061","2017-06-13","0","2017-07-07","0","裸酸奶","海南高山青柠檬","0"
"414065","2017-06-13","0","2017-06-28","1","巨无霸金奇异果","巨无霸金奇异果","0"
"414066","2017-06-27","0","2017-07-01","0","麻辣小龙虾","山楂优块","1"
"414067","2017-06-13","1","2017-07-08","0","秘鲁牛油果","丹东黄蚬","0"
"414068","2017-06-13","0",NULL,NULL,"秘鲁牛油果",NULL,"0"
"414071","2017-06-23","0","2017-06-23","0","夹心海苔","麻辣小龙虾","1"
"414072","2017-06-13","0",NULL,NULL,"五彩野鸡蛋",NULL,"0"
"414087","2017-06-13","1","2017-06-15","0","山楂优块","蓝莓","0"
"414088","2017-06-16","0","2017-06-18","0","法国儿童驱蚊手环","南非红西柚","0"
"414088","2017-06-16","0","2017-06-28","0","法国儿童驱蚊手环","裸酸奶","0"
"414088","2017-06-16","0","2017-06-25","0","法国儿童驱蚊手环","砀山黄油桃","0"
"414088","2017-06-16","0","2017-06-28","0","法国儿童驱蚊手环","赤焰紫桃","0"
"414095","2017-06-28","1",NULL,NULL,"海南桥沙地瓜",NULL,"1"
"414097","2017-06-13","0",NULL,NULL,"夹心海苔",NULL,"1"
"414099","2017-06-13","0","2017-06-13","1","夹心海苔","丹东黄蚬","1"
"414103","2017-06-18","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"414104","2017-06-13","0",NULL,NULL,"刘老汉薄皮吊瓜",NULL,"0"
"414112","2017-06-13","0","2017-06-22","0","红心火龙果","海南桥沙地瓜","1"
"414115","2017-06-13","0",NULL,NULL,"巨无霸金奇异果",NULL,"1"
"414120","2017-06-18","0","2017-06-25","1","秘鲁牛油果","巨无霸金奇异果","1"
"414123","2017-06-23","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"414124","2017-06-18","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"414125","2017-06-13","0",NULL,NULL,"夹心海苔",NULL,"1"
