id,merchid,merchname,time
"63843","549","海阳网纹蜜瓜","2017-06-14 15:59"
"20890","557","便携榨汁神器","2017-06-14 16:02"
"96801","512","山楂优块","2017-06-14 16:06"
"131633","557","便携榨汁神器","2017-06-14 16:07"
"296675","314","巨无霸金奇异果","2017-06-14 16:09"
"318326","417","枣想核你在一起","2017-06-14 16:11"
"204105","338","刘老汉薄皮吊瓜","2017-06-14 16:14"
"296360","531","蓝莓","2017-06-14 16:17"
"147852","595","麻辣小龙虾","2017-06-14 16:22"
"169251","573","净水器替换滤芯","2017-06-14 16:22"
"115165","531","蓝莓","2017-06-14 16:23"
"201601","531","蓝莓","2017-06-14 16:24"
"201601","499","秘鲁牛油果","2017-06-14 16:25"
"29637","601","黑糯玉米","2017-06-14 16:26"
"197745","569","裸酸奶","2017-06-14 16:28"
"113166","394","猫山王速冻榴莲","2017-06-14 16:30"
"113166","394","猫山王速冻榴莲","2017-06-14 16:31"
"29637","601","黑糯玉米","2017-06-14 16:33"
"113166","394","猫山王速冻榴莲","2017-06-14 16:34"
"113166","394","猫山王速冻榴莲","2017-06-14 16:34"
"119733","326","红心火龙果","2017-06-14 16:35"
"184277","528","生态鲜腐竹","2017-06-14 16:35"
"305496","528","生态鲜腐竹","2017-06-14 16:36"
"71916","511","法国猪肋排","2017-06-14 16:45"
"215264","528","生态鲜腐竹","2017-06-14 16:48"
"245860","600","雷尼黄樱桃","2017-06-14 16:49"
"84684","338","刘老汉薄皮吊瓜","2017-06-14 16:53"
"84684","338","刘老汉薄皮吊瓜","2017-06-14 16:54"
"217544","549","海阳网纹蜜瓜","2017-06-14 16:55"
"325558","492","丹东黄蚬","2017-06-14 16:55"
"156360","338","刘老汉薄皮吊瓜","2017-06-14 16:55"
"194576","338","刘老汉薄皮吊瓜","2017-06-14 16:57"
"260198","338","刘老汉薄皮吊瓜","2017-06-14 16:57"
"127279","338","刘老汉薄皮吊瓜","2017-06-14 16:59"
"192529","502","南非红西柚","2017-06-14 17:00"
"134927","531","蓝莓","2017-06-14 17:04"
"91246","531","蓝莓","2017-06-14 17:09"
