id,first,last,num,userid,total_cnt,promotion_cnt,promotion_amt,regular_cnt,regular_amt
"255008","2017-04-27","2017-04-27","1","255008","2","1","13.0000",NULL,NULL
"255012","2017-04-20","2017-04-20","1","255012","1",NULL,NULL,"1","48.0000"
"255025","2017-05-04","2017-05-04","1","255025","1",NULL,NULL,"1","109.0000"
"255031","2017-04-20","2017-04-20","1","255031","1","1","13.0000",NULL,NULL
"255038","2017-04-27","2017-04-29","2","255038","3","1","13.0000","2","147.0000"
"255048","2017-04-20","2017-04-20","1","255048","1",NULL,NULL,"1","48.0000"
"255055","2017-04-20","2017-04-20","1","255055","1","1","7.0000",NULL,NULL
"255057","2017-04-24","2017-04-24","1","255057","1",NULL,NULL,"1","48.0000"
"255059","2017-05-08","2017-05-08","1","255059","1",NULL,NULL,"1","69.9000"
"255084","2017-04-26","2017-04-26","1","255084","1",NULL,NULL,"1","69.9000"
"255091","2017-04-20","2017-04-20","1","255091","1",NULL,NULL,"1","49.0000"
"255098","2017-05-02","2017-05-03","3","255098","6","1","20.0000","3","257.8000"
"255106","2017-04-22","2017-04-22","1","255106","1",NULL,NULL,"1","48.0000"
"255107","2017-04-20","2017-04-20","1","255107","1","1","6.0000",NULL,NULL
"255112","2017-05-05","2017-05-05","1","255112","1","1","13.0000",NULL,NULL
"255121","2017-04-20","2017-04-20","2","255121","3","1","6.0000","2","198.0000"
"255133","2017-04-20","2017-04-20","1","255133","2",NULL,NULL,"2","256.0000"
"255151","2017-04-20","2017-04-20","1","255151","1","1","13.0000",NULL,NULL
"255153","2017-04-20","2017-04-20","1","255153","1",NULL,NULL,"1","149.0000"
"255164","2017-04-20","2017-04-27","4","255164","4","2","26.0000","2","185.9000"
"255175","2017-04-20","2017-04-20","1","255175","1","1","13.0000",NULL,NULL
"255176","2017-04-20","2017-04-20","1","255176","1","1","7.0000",NULL,NULL
"255180","2017-04-20","2017-04-20","1","255180","1",NULL,NULL,"1","59.9000"
"255192","2017-04-20","2017-04-20","1","255192","1","1","13.0000",NULL,NULL
"255196","2017-04-27","2017-05-02","3","255196","3",NULL,NULL,"3","247.7000"
"255203","2017-04-21","2017-04-21","1","255203","1","1","25.0000",NULL,NULL
"255211","2017-04-20","2017-04-20","1","255211","2","1","13.0000",NULL,NULL
"255215","2017-04-20","2017-04-20","1","255215","1",NULL,NULL,"1","128.0000"
"255216","2017-04-20","2017-04-20","1","255216","1","1","13.0000",NULL,NULL
"255218","2017-04-20","2017-05-13","16","255218","16","6","71.0000","10","864.0000"
"255219","2017-05-07","2017-05-07","1","255219","1",NULL,NULL,"1","85.0000"
"255221","2017-04-22","2017-04-22","1","255221","1",NULL,NULL,"1","66.0000"
"255224","2017-05-12","2017-05-12","1","255224","1","1","30.0000",NULL,NULL
"255227","2017-04-20","2017-04-20","1","255227","1","1","13.0000",NULL,NULL
"255245","2017-04-20","2017-04-20","1","255245","1","1","13.0000",NULL,NULL
"255247","2017-04-25","2017-04-25","1","255247","2",NULL,NULL,"2","139.8000"
"255295","2017-04-20","2017-04-20","1","255295","1","1","13.0000",NULL,NULL
"255310","2017-04-27","2017-04-27","1","255310","1","1","13.0000",NULL,NULL
"255314","2017-04-20","2017-04-20","1","255314","1",NULL,NULL,"1","99.9000"
"255338","2017-04-22","2017-04-22","1","255338","1","1","13.0000",NULL,NULL
"255343","2017-04-20","2017-04-20","1","255343","1","1","13.0000",NULL,NULL
"255351","2017-04-20","2017-04-20","1","255351","1","1","13.0000",NULL,NULL
"255356","2017-05-08","2017-05-08","1","255356","1",NULL,NULL,"1","99.0000"
"255361","2017-04-25","2017-04-25","1","255361","1",NULL,NULL,"1","108.0000"
"255378","2017-04-20","2017-04-20","1","255378","1","1","13.0000",NULL,NULL
"255386","2017-04-20","2017-04-22","4","255386","5","3","30.0000","1","99.0000"
"255390","2017-04-20","2017-04-20","1","255390","1","1","13.0000",NULL,NULL
"255393","2017-04-21","2017-05-03","2","255393","2","1","6.0000","1","85.0000"
"255408","2017-04-20","2017-04-20","1","255408","1",NULL,NULL,"1","119.0000"
"255410","2017-04-27","2017-04-27","1","255410","1",NULL,NULL,"1","69.9000"
"255414","2017-04-20","2017-04-20","1","255414","1",NULL,NULL,"1","138.0000"
"255430","2017-04-20","2017-04-20","1","255430","1",NULL,NULL,"1","105.9000"
"255443","2017-04-22","2017-04-22","1","255443","1","1","13.0000",NULL,NULL
"255451","2017-05-07","2017-05-07","1","255451","1",NULL,NULL,"1","48.0000"
"255454","2017-04-20","2017-04-22","2","255454","2","2","19.0000",NULL,NULL
"255456","2017-04-20","2017-04-20","1","255456","1",NULL,NULL,"1","109.9000"
"255472","2017-04-23","2017-05-03","2","255472","2",NULL,NULL,"2","228.0000"
"255493","2017-04-22","2017-05-03","3","255493","5","1","6.0000","4","213.9000"
"255494","2017-04-20","2017-04-20","1","255494","1","1","6.0000",NULL,NULL
"255498","2017-05-06","2017-05-06","1","255498","2",NULL,NULL,"2","318.0000"
"255502","2017-05-01","2017-05-01","1","255502","1",NULL,NULL,"1","39.9000"
"255515","2017-04-21","2017-05-06","5","255515","5","1","6.0000","4","407.8000"
"255528","2017-05-03","2017-05-03","1","255528","1",NULL,NULL,"1","49.0000"
"255534","2017-04-21","2017-04-22","2","255534","2","2","23.0000",NULL,NULL
"255543","2017-04-24","2017-04-24","1","255543","1",NULL,NULL,"1","64.8000"
"255555","2017-05-03","2017-05-03","1","255555","1",NULL,NULL,"1","49.0000"
"255562","2017-04-20","2017-05-11","6","255562","6","2","20.0000","4","280.6000"
"255574","2017-04-29","2017-04-29","1","255574","1",NULL,NULL,"1","69.9000"
"255575","2017-04-23","2017-05-04","2","255575","3","1","13.0000","2","211.8000"
"255597","2017-04-27","2017-04-27","1","255597","1",NULL,NULL,"1","49.9000"
"255608","2017-04-28","2017-04-28","1","255608","1",NULL,NULL,"1","62.8000"
"255610","2017-04-20","2017-04-26","2","255610","3",NULL,NULL,"3","148.8000"
"255614","2017-04-22","2017-04-22","1","255614","1","1","25.0000",NULL,NULL
"255630","2017-04-20","2017-04-24","6","255630","7","2","16.0000","5","332.8000"
"255632","2017-04-22","2017-04-22","1","255632","1","1","13.0000",NULL,NULL
"255638","2017-04-29","2017-04-29","1","255638","1",NULL,NULL,"1","69.9000"
"255643","2017-04-20","2017-04-20","1","255643","1",NULL,NULL,"1","49.9000"
"255649","2017-04-20","2017-05-13","8","255649","8","2","19.0000","6","546.5000"
"255693","2017-05-06","2017-05-06","1","255693","1","1","13.0000",NULL,NULL
"255704","2017-04-20","2017-04-20","1","255704","1",NULL,NULL,"1","98.0000"
"255707","2017-05-09","2017-05-09","1","255707","2",NULL,NULL,"2","159.8000"
"255709","2017-04-20","2017-04-20","1","255709","2",NULL,NULL,"2","277.0000"
"255716","2017-04-23","2017-05-04","4","255716","4","2","26.0000","2","227.0000"
"255723","2017-04-20","2017-04-20","1","255723","1",NULL,NULL,"1","69.0000"
"255735","2017-04-23","2017-04-29","2","255735","2",NULL,NULL,"2","248.0000"
"255736","2017-04-20","2017-04-20","1","255736","1","1","9.0000",NULL,NULL
"255744","2017-04-25","2017-04-25","2","255744","2",NULL,NULL,"2","118.9000"
"255762","2017-04-23","2017-04-23","2","255762","2","2","19.0000",NULL,NULL
"255772","2017-04-20","2017-04-20","1","255772","1",NULL,NULL,"1","99.0000"
"255792","2017-04-22","2017-04-26","2","255792","2","1","13.0000","1","39.9000"
"255800","2017-05-07","2017-05-07","1","255800","1",NULL,NULL,"1","78.8000"
"255813","2017-04-21","2017-04-21","1","255813","1",NULL,NULL,"1","62.8000"
"255824","2017-04-21","2017-04-28","4","255824","4","2","12.0000","2","97.9000"
"255826","2017-04-23","2017-05-13","2","255826","2","1","9.0000","1","98.0000"
"255827","2017-04-20","2017-04-20","1","255827","1",NULL,NULL,"1","109.0000"
"255828","2017-04-22","2017-04-26","2","255828","4",NULL,NULL,"4","792.0000"
"255837","2017-04-20","2017-04-20","1","255837","1","1","7.0000",NULL,NULL
"255840","2017-04-26","2017-04-27","2","255840","5",NULL,NULL,"5","615.4000"
"255855","2017-04-20","2017-05-10","3","255855","3","1","20.0000","2","124.7000"
"255864","2017-04-21","2017-04-21","1","255864","1","1","25.0000",NULL,NULL
"255866","2017-04-20","2017-04-20","1","255866","1",NULL,NULL,"1","109.9000"
"255870","2017-04-20","2017-04-20","2","255870","2",NULL,NULL,"2","97.0000"
"255873","2017-04-21","2017-05-12","5","255873","7",NULL,NULL,"7","811.5000"
"255882","2017-04-29","2017-04-30","2","255882","2",NULL,NULL,"2","132.7000"
"255906","2017-04-20","2017-05-09","2","255906","2","1","6.0000","1","129.0000"
"255907","2017-04-20","2017-05-01","2","255907","2",NULL,NULL,"2","87.9000"
"255908","2017-04-20","2017-05-06","4","255908","4",NULL,NULL,"4","426.9000"
"255918","2017-04-22","2017-04-22","2","255918","3",NULL,NULL,"3","259.8000"
"255920","2017-04-20","2017-04-20","1","255920","1",NULL,NULL,"1","99.0000"
"255923","2017-04-22","2017-04-22","1","255923","2","1","13.0000",NULL,NULL
"255927","2017-05-09","2017-05-09","1","255927","1",NULL,NULL,"1","49.9000"
"255948","2017-04-21","2017-04-21","1","255948","1","1","6.0000",NULL,NULL
"255952","2017-04-21","2017-04-21","1","255952","1","1","10.0000",NULL,NULL
"255954","2017-04-21","2017-04-21","1","255954","1","1","20.0000",NULL,NULL
"255959","2017-04-25","2017-05-03","2","255959","2",NULL,NULL,"2","248.0000"
"255970","2017-04-23","2017-04-23","2","255970","3",NULL,NULL,"3","144.0000"
"255981","2017-04-23","2017-04-23","2","255981","3","2","20.0000",NULL,NULL
"255983","2017-04-28","2017-04-28","1","255983","2",NULL,NULL,"2","219.8000"
"255987","2017-04-20","2017-04-20","1","255987","1",NULL,NULL,"1","48.0000"
"255989","2017-04-20","2017-04-20","1","255989","1",NULL,NULL,"1","48.0000"
"256004","2017-04-20","2017-04-20","1","256004","1",NULL,NULL,"1","48.0000"
"256008","2017-04-20","2017-04-22","5","256008","5",NULL,NULL,"5","463.8000"
"256009","2017-04-28","2017-05-12","3","256009","3",NULL,NULL,"3","302.6000"
"256014","2017-04-20","2017-05-07","3","256014","3",NULL,NULL,"3","317.0000"
"256019","2017-04-20","2017-04-25","2","256019","2","1","6.0000","1","69.9000"
"256023","2017-04-20","2017-05-14","2","256023","2","1","7.0000","1","49.9000"
"256033","2017-04-25","2017-04-27","2","256033","2",NULL,NULL,"2","109.8000"
"256036","2017-04-20","2017-04-20","1","256036","1",NULL,NULL,"1","109.9000"
"256038","2017-04-20","2017-04-20","1","256038","1",NULL,NULL,"1","48.0000"
"256055","2017-04-20","2017-04-21","2","256055","4","1","6.0000","2","204.0000"
"256067","2017-05-13","2017-05-13","1","256067","1",NULL,NULL,"1","78.8000"
"256071","2017-04-24","2017-05-12","4","256071","5",NULL,NULL,"5","480.8000"
"256086","2017-04-22","2017-05-12","6","256086","10","3","53.0000","6","593.0000"
"256094","2017-05-13","2017-05-13","1","256094","1","1","10.0000",NULL,NULL
"256099","2017-04-20","2017-05-12","5","256099","6",NULL,NULL,"6","634.7000"
"256122","2017-04-20","2017-04-20","2","256122","2","1","6.0000","1","48.0000"
"256134","2017-05-07","2017-05-12","2","256134","8",NULL,NULL,"8","1849.4000"
"256155","2017-04-21","2017-04-21","1","256155","1",NULL,NULL,"1","138.0000"
"256162","2017-05-07","2017-05-07","1","256162","1",NULL,NULL,"1","109.0000"
"256169","2017-04-20","2017-04-20","1","256169","1","1","6.0000",NULL,NULL
"256178","2017-04-22","2017-04-22","1","256178","1",NULL,NULL,"1","69.9000"
"256203","2017-04-20","2017-04-20","1","256203","1",NULL,NULL,"1","69.0000"
"256208","2017-04-21","2017-05-07","3","256208","3",NULL,NULL,"3","201.7000"
"256212","2017-04-20","2017-05-04","2","256212","3",NULL,NULL,"3","306.6000"
"256219","2017-04-23","2017-04-23","2","256219","2",NULL,NULL,"2","196.9000"
"256229","2017-04-21","2017-04-21","1","256229","1","1","25.0000",NULL,NULL
"256241","2017-04-22","2017-04-22","1","256241","1","1","13.0000",NULL,NULL
"256243","2017-04-20","2017-05-12","3","256243","3",NULL,NULL,"3","222.9000"
"256284","2017-04-21","2017-04-21","1","256284","1","1","6.0000",NULL,NULL
"256286","2017-04-24","2017-04-24","3","256286","7",NULL,NULL,"7","599.5000"
"256291","2017-05-13","2017-05-13","1","256291","1","1","10.0000",NULL,NULL
"256296","2017-04-20","2017-04-20","1","256296","2","1","6.0000","1","109.9000"
"256299","2017-04-20","2017-05-02","4","256299","4","1","20.0000","3","165.7000"
"256318","2017-04-25","2017-04-28","2","256318","2",NULL,NULL,"2","139.8000"
"256328","2017-04-20","2017-05-12","6","256328","7",NULL,NULL,"7","566.6000"
"256330","2017-05-09","2017-05-09","2","256330","2","1","20.0000","1","39.9000"
"256340","2017-04-20","2017-04-20","1","256340","1",NULL,NULL,"1","109.9000"
"256358","2017-04-20","2017-04-20","1","256358","1",NULL,NULL,"1","109.0000"
"256377","2017-04-20","2017-04-20","1","256377","2","1","6.0000",NULL,NULL
"256385","2017-04-20","2017-04-20","1","256385","1","1","6.0000",NULL,NULL
"256394","2017-04-20","2017-04-20","1","256394","1","1","7.0000",NULL,NULL
"256397","2017-04-20","2017-04-20","1","256397","1",NULL,NULL,"1","62.8000"
"256398","2017-04-20","2017-04-20","1","256398","1",NULL,NULL,"1","109.9000"
"256414","2017-04-20","2017-05-13","3","256414","3",NULL,NULL,"3","204.4000"
"256416","2017-04-20","2017-04-20","1","256416","2",NULL,NULL,"2","125.6000"
"256439","2017-05-06","2017-05-06","2","256439","2",NULL,NULL,"2","249.8000"
"256447","2017-04-20","2017-04-20","1","256447","1",NULL,NULL,"1","109.9000"
"256448","2017-05-01","2017-05-11","2","256448","2","1","10.0000","1","99.9000"
"256453","2017-04-20","2017-05-12","3","256453","5","1","6.0000","3","607.8000"
"256456","2017-04-20","2017-04-20","1","256456","1",NULL,NULL,"1","105.9000"
"256458","2017-05-06","2017-05-10","2","256458","2",NULL,NULL,"2","215.8000"
"256463","2017-04-20","2017-04-20","1","256463","1",NULL,NULL,"1","105.9000"
"256467","2017-04-20","2017-04-20","2","256467","2",NULL,NULL,"2","147.9000"
"256471","2017-04-27","2017-04-27","1","256471","1","1","13.0000",NULL,NULL
"256484","2017-04-21","2017-04-21","1","256484","1",NULL,NULL,"1","99.9000"
"256488","2017-04-20","2017-04-20","2","256488","3","1","7.0000","1","62.8000"
"256490","2017-04-20","2017-04-20","1","256490","2",NULL,NULL,"2","125.6000"
"256494","2017-04-20","2017-04-20","1","256494","1",NULL,NULL,"1","62.8000"
"256496","2017-05-03","2017-05-03","1","256496","1",NULL,NULL,"1","109.0000"
"256499","2017-04-20","2017-04-21","2","256499","2",NULL,NULL,"2","125.6000"
"256503","2017-04-20","2017-04-20","1","256503","1",NULL,NULL,"1","109.9000"
"256535","2017-04-22","2017-04-22","1","256535","1",NULL,NULL,"1","119.0000"
"256538","2017-04-20","2017-04-20","1","256538","1","1","7.0000",NULL,NULL
"256540","2017-04-20","2017-04-20","2","256540","4","1","6.0000","1","109.9000"
"256545","2017-04-20","2017-04-24","2","256545","2",NULL,NULL,"2","219.8000"
"256558","2017-04-20","2017-05-01","2","256558","2","1","7.0000","1","69.0000"
"256567","2017-04-20","2017-04-22","2","256567","2",NULL,NULL,"2","209.8000"
"256573","2017-04-20","2017-04-20","1","256573","1",NULL,NULL,"1","109.9000"
"256584","2017-05-03","2017-05-07","2","256584","2",NULL,NULL,"2","218.0000"
"256589","2017-04-20","2017-04-20","1","256589","1","1","6.0000",NULL,NULL
"256591","2017-04-20","2017-04-20","1","256591","1",NULL,NULL,"1","49.9000"
"256604","2017-04-20","2017-04-20","2","256604","2",NULL,NULL,"2","199.8000"
"256621","2017-04-20","2017-04-20","1","256621","1",NULL,NULL,"1","109.9000"
"256626","2017-04-20","2017-04-20","1","256626","1",NULL,NULL,"1","62.8000"
"256635","2017-04-20","2017-04-20","1","256635","1",NULL,NULL,"1","62.8000"
"256655","2017-04-20","2017-04-20","1","256655","2",NULL,NULL,"2","219.8000"
"256671","2017-05-13","2017-05-13","1","256671","1","1","5.0000",NULL,NULL
"256675","2017-04-20","2017-04-20","1","256675","2","1","6.0000",NULL,NULL
"256678","2017-05-08","2017-05-12","2","256678","2",NULL,NULL,"2","119.8000"
"256713","2017-05-05","2017-05-05","1","256713","2",NULL,NULL,"2","219.8000"
"256719","2017-04-20","2017-04-20","1","256719","1","1","6.0000",NULL,NULL
"256721","2017-04-21","2017-04-21","1","256721","1",NULL,NULL,"1","109.9000"
"256751","2017-04-20","2017-04-20","1","256751","1",NULL,NULL,"1","98.0000"
"256760","2017-04-20","2017-04-20","1","256760","3",NULL,NULL,"3","327.8000"
"256776","2017-04-20","2017-04-20","1","256776","1",NULL,NULL,"1","119.0000"
"256791","2017-04-20","2017-05-04","3","256791","3",NULL,NULL,"3","326.0000"
"256801","2017-04-22","2017-05-14","2","256801","2","1","8.0000","1","105.9000"
"256814","2017-04-20","2017-04-20","1","256814","1",NULL,NULL,"1","62.8000"
"256819","2017-04-20","2017-04-20","1","256819","1","1","6.0000",NULL,NULL
"256824","2017-04-20","2017-04-20","1","256824","1",NULL,NULL,"1","105.9000"
"256839","2017-04-20","2017-04-20","1","256839","1","1","9.0000",NULL,NULL
"256845","2017-04-20","2017-05-07","3","256845","4","2","27.0000","2","33.8000"
"256854","2017-04-20","2017-04-20","1","256854","2","1","7.0000",NULL,NULL
"256855","2017-04-20","2017-04-20","1","256855","1",NULL,NULL,"1","48.0000"
"256856","2017-04-23","2017-04-23","1","256856","1","1","6.0000",NULL,NULL
"256873","2017-04-20","2017-04-20","1","256873","1",NULL,NULL,"1","109.0000"
"256875","2017-04-20","2017-04-20","1","256875","1",NULL,NULL,"1","99.9000"
"256876","2017-04-20","2017-04-20","1","256876","1",NULL,NULL,"1","48.0000"
"256898","2017-04-20","2017-04-20","1","256898","2",NULL,NULL,"2","218.0000"
"256902","2017-04-20","2017-04-20","1","256902","1",NULL,NULL,"1","56.4000"
"256903","2017-04-20","2017-04-20","1","256903","1",NULL,NULL,"1","48.0000"
"256904","2017-04-20","2017-04-30","3","256904","3",NULL,NULL,"3","289.7000"
"256931","2017-04-20","2017-04-20","1","256931","1",NULL,NULL,"1","62.8000"
"256942","2017-04-22","2017-04-22","1","256942","1",NULL,NULL,"1","62.8000"
"256943","2017-04-20","2017-04-20","1","256943","1",NULL,NULL,"1","99.9000"
"256948","2017-04-27","2017-04-27","1","256948","5",NULL,NULL,"5","425.0000"
"256972","2017-04-20","2017-04-20","1","256972","1",NULL,NULL,"1","99.9000"
"256983","2017-04-20","2017-04-20","1","256983","1",NULL,NULL,"1","62.8000"
"256984","2017-04-25","2017-05-08","2","256984","2",NULL,NULL,"2","149.8000"
"256989","2017-04-20","2017-04-20","1","256989","2",NULL,NULL,"2","259.8000"
"256991","2017-04-23","2017-04-23","1","256991","1",NULL,NULL,"1","62.8000"
"256996","2017-04-20","2017-04-20","1","256996","1",NULL,NULL,"1","49.9000"
"257008","2017-04-25","2017-04-25","1","257008","1",NULL,NULL,"1","128.0000"
"257031","2017-05-12","2017-05-12","1","257031","1",NULL,NULL,"1","149.0000"
"257035","2017-04-26","2017-04-26","1","257035","1",NULL,NULL,"1","39.9000"
"257057","2017-04-20","2017-04-20","1","257057","1",NULL,NULL,"1","99.9000"
"257075","2017-04-20","2017-04-24","2","257075","2",NULL,NULL,"2","96.0000"
"257090","2017-04-20","2017-05-07","8","257090","8","1","13.0000","7","497.6000"
"257096","2017-04-20","2017-04-20","1","257096","2","1","9.0000",NULL,NULL
"257116","2017-04-22","2017-04-22","3","257116","5","1","6.0000","4","198.7000"
"257123","2017-04-20","2017-04-20","2","257123","2","1","6.0000","1","109.9000"
"257124","2017-05-03","2017-05-14","2","257124","3","1","13.0000","2","83.8000"
"257126","2017-04-20","2017-04-20","1","257126","1",NULL,NULL,"1","62.8000"
"257133","2017-04-20","2017-04-20","1","257133","2",NULL,NULL,"2","138.0000"
"257138","2017-04-20","2017-04-20","1","257138","1",NULL,NULL,"1","129.9000"
"257141","2017-05-09","2017-05-09","1","257141","1",NULL,NULL,"1","119.0000"
"257153","2017-04-22","2017-04-22","1","257153","1","1","13.0000",NULL,NULL
"257156","2017-05-04","2017-05-04","1","257156","1",NULL,NULL,"1","39.9000"
"257171","2017-05-03","2017-05-04","2","257171","3","1","20.0000","1","69.9000"
"257183","2017-04-20","2017-04-20","1","257183","1",NULL,NULL,"1","109.9000"
"257191","2017-04-20","2017-04-20","1","257191","1",NULL,NULL,"1","48.0000"
"257195","2017-04-20","2017-04-20","1","257195","1",NULL,NULL,"1","105.9000"
"257196","2017-04-20","2017-04-20","1","257196","1",NULL,NULL,"1","48.0000"
"257211","2017-04-29","2017-04-30","5","257211","5",NULL,NULL,"5","403.8000"
"257213","2017-04-27","2017-05-06","2","257213","2","2","26.0000",NULL,NULL
"257224","2017-05-11","2017-05-11","1","257224","1",NULL,NULL,"1","62.8000"
"257238","2017-04-20","2017-04-20","1","257238","1",NULL,NULL,"1","48.0000"
"257240","2017-04-20","2017-04-20","1","257240","1",NULL,NULL,"1","48.0000"
"257250","2017-04-21","2017-04-21","1","257250","1",NULL,NULL,"1","109.9000"
"257262","2017-04-20","2017-04-20","1","257262","1","1","6.0000",NULL,NULL
"257263","2017-04-22","2017-05-05","6","257263","8","1","6.0000","6","448.5000"
"257265","2017-04-20","2017-04-20","3","257265","3","1","6.0000","2","110.8000"
"257305","2017-04-22","2017-04-22","1","257305","1","1","13.0000",NULL,NULL
"257306","2017-04-21","2017-05-08","6","257306","6","1","10.0000","5","377.0000"
"257321","2017-04-21","2017-05-12","3","257321","5","3","65.0000",NULL,NULL
"257334","2017-04-21","2017-04-21","1","257334","1","1","9.0000",NULL,NULL
"257336","2017-04-20","2017-05-12","3","257336","3",NULL,NULL,"3","267.9000"
"257338","2017-04-22","2017-04-22","2","257338","3",NULL,NULL,"3","325.7000"
"257385","2017-04-20","2017-05-11","3","257385","3",NULL,NULL,"3","235.9000"
"257392","2017-04-20","2017-04-20","1","257392","1",NULL,NULL,"1","105.9000"
"257406","2017-04-20","2017-04-20","1","257406","1","1","10.0000",NULL,NULL
"257414","2017-05-09","2017-05-09","1","257414","1",NULL,NULL,"1","69.0000"
"257422","2017-05-07","2017-05-07","1","257422","2",NULL,NULL,"2","168.9000"
"257426","2017-04-20","2017-04-20","1","257426","1",NULL,NULL,"1","48.0000"
"257432","2017-04-20","2017-04-20","1","257432","1",NULL,NULL,"1","48.0000"
"257442","2017-04-22","2017-05-03","3","257442","3",NULL,NULL,"3","309.8000"
"257453","2017-04-20","2017-04-20","1","257453","1","1","7.0000",NULL,NULL
"257461","2017-04-20","2017-04-20","1","257461","1",NULL,NULL,"1","48.0000"
"257463","2017-04-20","2017-04-22","2","257463","2","1","13.0000","1","99.9000"
"257467","2017-04-22","2017-04-22","2","257467","2","1","7.0000","1","59.0000"
"257477","2017-04-20","2017-04-20","1","257477","1",NULL,NULL,"1","62.8000"
"257498","2017-05-09","2017-05-09","1","257498","1",NULL,NULL,"1","85.0000"
"257524","2017-04-24","2017-04-28","2","257524","2",NULL,NULL,"2","156.9000"
"257525","2017-05-01","2017-05-01","1","257525","1",NULL,NULL,"1","105.9000"
"257531","2017-04-21","2017-04-21","1","257531","1","1","6.0000",NULL,NULL
"257532","2017-05-02","2017-05-02","1","257532","1",NULL,NULL,"1","69.9000"
"257549","2017-05-10","2017-05-10","1","257549","1",NULL,NULL,"1","69.0000"
"257553","2017-04-24","2017-04-24","1","257553","1",NULL,NULL,"1","62.8000"
"257565","2017-04-20","2017-04-20","1","257565","1","1","6.0000",NULL,NULL
"257579","2017-04-20","2017-04-20","1","257579","1",NULL,NULL,"1","62.8000"
"257605","2017-04-25","2017-04-25","1","257605","1",NULL,NULL,"1","85.0000"
"257610","2017-04-20","2017-04-20","1","257610","1",NULL,NULL,"1","109.0000"
"257615","2017-04-27","2017-04-27","1","257615","1","1","13.0000",NULL,NULL
"257616","2017-04-20","2017-04-20","2","257616","4",NULL,NULL,"4","512.0000"
"257641","2017-04-20","2017-04-22","2","257641","3","1","20.0000","2","256.0000"
"257647","2017-04-20","2017-04-20","1","257647","1","1","6.0000",NULL,NULL
"257648","2017-04-20","2017-04-20","1","257648","1",NULL,NULL,"1","75.0000"
"257662","2017-04-20","2017-04-22","2","257662","2",NULL,NULL,"2","117.9000"
"257663","2017-04-20","2017-04-20","1","257663","1",NULL,NULL,"1","135.0000"
"257677","2017-04-20","2017-05-12","2","257677","2","1","9.0000","1","69.9000"
"257678","2017-04-20","2017-04-20","1","257678","5",NULL,NULL,"5","545.0000"
"257685","2017-04-20","2017-04-20","1","257685","1",NULL,NULL,"1","109.0000"
"257696","2017-04-20","2017-04-22","3","257696","6",NULL,NULL,"6","415.8000"
"257697","2017-04-21","2017-04-21","2","257697","2","2","26.0000",NULL,NULL
"257702","2017-04-20","2017-04-20","1","257702","3",NULL,NULL,"3","329.7000"
"257704","2017-04-20","2017-04-20","1","257704","1",NULL,NULL,"1","62.8000"
"257721","2017-04-23","2017-05-05","2","257721","2","1","6.0000","1","49.9000"
"257726","2017-04-20","2017-04-20","1","257726","2",NULL,NULL,"2","196.0000"
"257727","2017-04-26","2017-04-26","1","257727","1",NULL,NULL,"1","39.9000"
"257740","2017-04-20","2017-04-20","1","257740","1",NULL,NULL,"1","48.0000"
"257761","2017-04-25","2017-04-25","1","257761","1",NULL,NULL,"1","48.0000"
"257780","2017-04-21","2017-04-24","3","257780","3","1","10.0000","2","132.7000"
"257782","2017-04-20","2017-04-20","1","257782","1",NULL,NULL,"1","118.0000"
"257790","2017-05-04","2017-05-04","1","257790","1",NULL,NULL,"1","68.0000"
"257795","2017-04-21","2017-04-21","2","257795","2","1","6.0000","1","85.0000"
"257801","2017-04-24","2017-05-14","4","257801","4","1","9.0000","3","209.7000"
"257804","2017-04-22","2017-04-22","1","257804","1",NULL,NULL,"1","109.9000"
"257805","2017-04-20","2017-04-22","2","257805","3","1","7.0000","2","199.8000"
"257806","2017-04-20","2017-04-20","1","257806","1",NULL,NULL,"1","62.8000"
"257815","2017-04-21","2017-05-04","5","257815","5","1","10.0000","4","316.7000"
"257817","2017-04-23","2017-04-23","1","257817","1",NULL,NULL,"1","62.8000"
"257829","2017-04-20","2017-04-21","2","257829","2","2","12.0000",NULL,NULL
"257849","2017-04-24","2017-04-24","1","257849","1",NULL,NULL,"1","62.8000"
"257857","2017-04-20","2017-05-03","3","257857","3",NULL,NULL,"3","325.7000"
"257867","2017-04-20","2017-04-20","3","257867","3","1","7.0000","2","131.8000"
"257905","2017-04-20","2017-04-21","2","257905","3","1","10.0000","2","218.0000"
"257912","2017-04-24","2017-04-28","2","257912","2",NULL,NULL,"2","158.9000"
"257914","2017-05-08","2017-05-14","2","257914","3",NULL,NULL,"3","209.7000"
"257922","2017-04-20","2017-04-20","1","257922","1",NULL,NULL,"1","48.0000"
"257924","2017-04-20","2017-04-24","2","257924","2",NULL,NULL,"2","97.9000"
"257936","2017-04-22","2017-04-27","2","257936","6",NULL,NULL,"6","506.1000"
"257939","2017-04-20","2017-05-07","5","257939","6","2","33.0000","4","435.9000"
"257940","2017-04-26","2017-04-26","1","257940","2",NULL,NULL,"2","237.0000"
"257967","2017-04-20","2017-04-20","1","257967","1",NULL,NULL,"1","98.0000"
"257978","2017-04-20","2017-04-30","3","257978","3",NULL,NULL,"3","208.8000"
"257990","2017-04-20","2017-04-20","1","257990","1",NULL,NULL,"1","99.0000"
"258025","2017-04-20","2017-04-22","4","258025","4","2","26.0000","2","118.0000"
"258039","2017-04-20","2017-04-20","1","258039","1",NULL,NULL,"1","75.0000"
