id,first,last,num,total_cnt,promotion_cnt,coupon_cnt
"96085","2016-12-16","2017-05-27","15","15","5","6"
"96151","2017-04-03","2017-06-01","13","13","1",NULL
"96224","2016-12-16","2017-05-26","17","17","7","5"
"96339","2016-12-16","2017-05-26","9","9","1",NULL
"96399","2016-12-22","2017-06-05","12","12",NULL,NULL
"96440","2017-05-24","2017-05-28","4","4","1",NULL
"96641","2016-12-16","2017-06-06","6","6","2","1"
"96657","2017-01-02","2017-06-03","4","4","1","1"
"96685","2016-12-16","2017-05-30","14","14","1","1"
"96687","2016-12-16","2017-05-30","4","4",NULL,NULL
"96743","2016-12-19","2017-05-25","27","27","7","5"
"96901","2016-12-29","2017-05-27","23","23","2",NULL
"96960","2017-05-19","2017-05-24","3","3",NULL,"1"
"97034","2016-12-27","2017-05-26","15","15","3","3"
"97058","2016-12-18","2017-06-05","28","28","1",NULL
"97188","2017-04-17","2017-06-04","7","7","1",NULL
"97362","2017-03-06","2017-06-07","3","3",NULL,NULL
"97455","2017-04-22","2017-05-26","4","4","1",NULL
"97459","2016-12-26","2017-05-28","11","11","1","2"
"97463","2016-12-19","2017-06-08","16","16","1","5"
"97668","2016-12-18","2017-05-23","109","109","13","19"
"97677","2016-12-18","2017-06-08","32","33","5","5"
"97727","2016-12-26","2017-05-30","19","19",NULL,"4"
"97745","2017-04-04","2017-05-26","13","14","3","1"
"97845","2017-02-16","2017-05-27","21","21","6","11"
"97856","2016-12-23","2017-05-24","5","5","4",NULL
"97875","2017-05-23","2017-05-23","1","1",NULL,NULL
"97880","2017-03-24","2017-06-01","6","6","3","1"
"97923","2017-01-06","2017-05-27","21","21","10","1"
"97973","2017-04-27","2017-05-26","2","2","1",NULL
"98008","2017-03-17","2017-05-27","9","9",NULL,"3"
"98207","2017-03-31","2017-05-27","2","2",NULL,"2"
"98307","2016-12-19","2017-05-27","17","17","4","11"
"98436","2016-12-19","2017-05-25","5","5","1","4"
"98437","2017-05-26","2017-06-04","3","3","1",NULL
"98501","2016-12-21","2017-05-27","13","13","4","4"
"98613","2016-12-19","2017-05-28","16","16","6","7"
"98836","2016-12-21","2017-06-05","21","29","1","10"
"99042","2017-04-08","2017-05-25","6","6","2","1"
"99095","2017-04-05","2017-05-27","2","2","1",NULL
"99097","2016-12-21","2017-05-28","20","21","3","16"
"99233","2017-01-16","2017-05-26","2","2","1",NULL
"99270","2017-04-25","2017-06-01","2","2",NULL,NULL
"99283","2017-05-28","2017-05-28","1","1",NULL,"1"
"99393","2017-05-24","2017-05-24","1","1",NULL,"1"
"99593","2017-04-22","2017-05-25","3","4","2",NULL
"99602","2017-05-26","2017-05-26","2","2","1",NULL
"99638","2016-12-21","2017-06-06","6","6",NULL,NULL
"99696","2017-05-14","2017-05-27","5","5",NULL,"5"
"99803","2016-12-21","2017-05-23","10","10","1",NULL
"99839","2017-01-16","2017-06-04","22","22","2","15"
"99914","2017-05-13","2017-06-04","27","28","1","1"
"99938","2017-06-03","2017-06-03","2","2",NULL,"1"
"99965","2016-12-21","2017-05-25","20","20","7","9"
"100173","2016-12-21","2017-06-05","28","28","4","2"
"100179","2016-12-21","2017-06-02","14","14","2",NULL
"100186","2017-05-15","2017-06-01","5","5","3","1"
"100194","2017-05-29","2017-05-29","1","1","1",NULL
"100289","2016-12-22","2017-06-01","11","11","1",NULL
"100345","2017-01-01","2017-06-04","7","7",NULL,"1"
"100352","2017-04-06","2017-06-07","4","4",NULL,NULL
"100390","2016-12-22","2017-05-27","11","11","1","2"
"100512","2016-12-22","2017-06-01","31","31","7","6"
"100557","2016-12-22","2017-05-24","3","3",NULL,"1"
"100562","2016-12-23","2017-05-31","5","5",NULL,NULL
"100609","2016-12-22","2017-05-27","7","8","1","2"
"100661","2016-12-24","2017-05-28","17","19","7","1"
"100673","2017-01-04","2017-06-05","11","11","1","2"
"100703","2017-05-26","2017-05-26","1","1","1",NULL
"100754","2017-01-11","2017-06-07","25","27","7","5"
"100781","2017-04-01","2017-05-27","5","5","2","2"
"100783","2016-12-22","2017-06-05","15","15","1","1"
"100866","2017-03-13","2017-05-31","9","9","3","1"
"100887","2016-12-22","2017-05-30","7","7","2",NULL
"100934","2017-05-07","2017-06-07","6","6",NULL,NULL
"100956","2017-05-27","2017-05-27","1","1","1",NULL
"101022","2017-02-16","2017-05-27","19","19","3","3"
"101112","2016-12-23","2017-05-27","96","99","9","1"
"101158","2017-05-22","2017-05-23","2","2",NULL,NULL
"101224","2017-03-17","2017-05-27","3","3",NULL,"1"
"101236","2016-12-23","2017-05-28","6","6","4",NULL
"101348","2017-04-06","2017-05-25","7","7","2",NULL
"101395","2016-12-23","2017-05-26","25","25","4","6"
"101469","2016-12-23","2017-05-27","8","8","1","4"
"101483","2016-12-28","2017-05-25","6","6","3",NULL
"101484","2017-05-28","2017-05-28","1","1","1",NULL
"101509","2017-01-12","2017-06-02","24","24","2","10"
"101699","2017-03-22","2017-05-23","26","27","4","4"
"101858","2017-05-27","2017-05-27","1","1","1",NULL
"101958","2017-03-22","2017-05-31","5","5","2",NULL
"102019","2016-12-25","2017-05-25","5","5",NULL,"2"
"102057","2016-12-24","2017-05-30","13","13","2",NULL
"102102","2016-12-31","2017-05-30","14","14","3","4"
"102104","2016-12-24","2017-05-24","16","16","1","10"
"102124","2016-12-27","2017-05-26","11","11","2","5"
"102163","2017-02-25","2017-05-31","28","28","4","2"
"102275","2016-12-24","2017-06-01","20","20","2",NULL
"102304","2017-05-31","2017-05-31","1","1",NULL,NULL
"102327","2016-12-24","2017-05-30","2","2",NULL,NULL
"102415","2016-12-30","2017-05-28","4","4","1","2"
"102459","2016-12-24","2017-05-25","11","11","2","2"
"102556","2017-01-03","2017-05-26","3","3","1","1"
"102707","2017-06-05","2017-06-05","1","1",NULL,NULL
"102787","2016-12-25","2017-05-28","4","4","2","1"
"102970","2016-12-26","2017-05-29","13","13","2",NULL
"103042","2017-01-17","2017-06-05","6","6","1",NULL
"103050","2017-01-19","2017-05-28","5","5","2",NULL
"103110","2017-05-28","2017-05-28","1","1",NULL,"1"
"103204","2016-12-28","2017-05-30","22","23",NULL,NULL
"103231","2016-12-26","2017-05-28","15","15","5","1"
"103262","2017-06-03","2017-06-03","1","1",NULL,NULL
"103286","2017-04-11","2017-05-24","2","2",NULL,NULL
"103395","2017-03-11","2017-05-27","2","2","1","1"
"103421","2017-01-02","2017-06-07","5","5","1",NULL
"103498","2017-02-10","2017-05-28","23","23","7","8"
"103602","2017-03-11","2017-06-06","3","3",NULL,NULL
"103632","2016-12-26","2017-05-23","4","4","1",NULL
"103644","2017-04-16","2017-05-28","11","11","1","2"
"103652","2016-12-26","2017-05-31","5","5",NULL,NULL
"103672","2016-12-27","2017-05-27","11","11","6","3"
"103809","2017-02-09","2017-05-27","11","11","2","1"
"103849","2017-05-29","2017-06-07","3","3",NULL,NULL
"103873","2017-01-12","2017-06-08","17","17","8",NULL
"103928","2016-12-28","2017-05-28","4","5",NULL,"3"
"103941","2016-12-28","2017-06-02","3","3",NULL,NULL
"104040","2016-12-26","2017-05-27","30","30","3","6"
"104121","2017-01-16","2017-05-31","2","2",NULL,NULL
"104132","2016-12-27","2017-05-23","5","5","1","1"
"104136","2016-12-27","2017-05-25","4","4","3",NULL
"104157","2016-12-27","2017-06-02","3","3","1",NULL
"104251","2017-03-01","2017-06-07","10","10","1","8"
"104304","2017-03-24","2017-05-23","10","10","3","2"
"104368","2016-12-27","2017-05-27","12","12","1","2"
"104373","2016-12-27","2017-06-07","8","8","3",NULL
"104385","2017-05-23","2017-05-23","1","1",NULL,NULL
"104388","2017-05-24","2017-05-24","1","1",NULL,NULL
"104407","2017-05-28","2017-05-29","2","2",NULL,NULL
"104412","2017-01-03","2017-05-28","6","6","1",NULL
"104426","2016-12-30","2017-05-26","38","38","9","25"
"104464","2017-01-11","2017-06-08","17","17","6","10"
"104502","2017-05-23","2017-05-23","1","1",NULL,NULL
"104532","2017-04-22","2017-05-30","5","5",NULL,"1"
"104684","2016-12-27","2017-06-04","23","23","3","12"
"104831","2017-04-09","2017-05-31","3","3",NULL,NULL
"104874","2016-12-28","2017-05-27","20","20","3","10"
"104927","2017-01-09","2017-06-06","3","3",NULL,"1"
"104928","2016-12-27","2017-05-25","15","15","1",NULL
"105158","2016-12-29","2017-05-26","10","10","5","3"
"105198","2017-03-31","2017-05-25","4","4","3","1"
"105267","2016-12-28","2017-05-27","21","21","11","3"
"105390","2017-06-03","2017-06-03","1","1",NULL,NULL
"105408","2017-02-13","2017-05-25","7","8","2","1"
"105618","2017-06-03","2017-06-03","1","1",NULL,NULL
"105650","2016-12-29","2017-06-03","17","17","4","2"
"105787","2016-12-28","2017-06-04","17","17","6","5"
"105790","2017-01-01","2017-05-25","3","3","1",NULL
"105836","2017-05-18","2017-05-25","3","3","1","2"
"105848","2017-03-30","2017-05-24","7","7","1",NULL
"105860","2016-12-28","2017-06-08","25","25","2","4"
"105865","2016-12-29","2017-06-03","5","5","2",NULL
"105903","2017-01-04","2017-05-27","25","25","5","1"
"105961","2017-05-23","2017-05-23","1","1",NULL,NULL
"106027","2017-01-03","2017-05-28","14","14","1","6"
"106043","2017-03-13","2017-05-28","26","26","5","19"
"106057","2017-01-04","2017-05-23","2","2",NULL,NULL
"106092","2016-12-29","2017-05-26","7","8","2",NULL
"106262","2017-04-08","2017-05-25","8","8","1","6"
"106293","2016-12-29","2017-06-08","9","9","1","5"
"106396","2016-12-30","2017-05-27","14","15","5","3"
"106412","2016-12-29","2017-06-01","13","13","7","4"
"106523","2017-05-23","2017-05-23","2","2",NULL,NULL
"106536","2017-03-23","2017-06-04","6","6","2",NULL
"106571","2016-12-29","2017-06-01","11","11","1","6"
"106599","2017-03-22","2017-05-25","4","4","4",NULL
"106616","2016-12-29","2017-05-27","17","17","8","4"
"106678","2016-12-29","2017-05-26","2","2","1",NULL
"106778","2017-05-31","2017-05-31","1","1",NULL,NULL
"106797","2017-01-16","2017-05-27","2","2","1",NULL
"106850","2017-05-24","2017-05-24","1","1",NULL,NULL
"106875","2017-03-22","2017-05-31","5","5","1",NULL
"106999","2017-01-05","2017-05-26","8","8","3",NULL
"107003","2017-05-08","2017-05-25","3","3","2","1"
"107040","2017-01-06","2017-06-06","2","2",NULL,"1"
"107047","2017-02-22","2017-05-23","5","5",NULL,"1"
"107100","2017-05-26","2017-06-07","2","2","2",NULL
"107148","2017-05-27","2017-05-27","1","1","1",NULL
"107170","2017-03-30","2017-05-27","4","4","3",NULL
"107180","2017-01-05","2017-06-08","30","30","5","21"
"107210","2017-05-28","2017-06-04","5","5","1","2"
"107273","2016-12-30","2017-05-27","2","2","1","1"
"107294","2016-12-30","2017-05-26","13","14","2","6"
"107319","2017-02-06","2017-05-26","3","3","1","2"
"107325","2017-05-19","2017-06-06","2","2",NULL,NULL
"107353","2017-01-08","2017-05-27","27","27","2","23"
"107387","2017-04-20","2017-06-01","3","3","1",NULL
"107451","2016-12-30","2017-06-06","19","19","5","2"
"107502","2017-01-06","2017-05-27","16","16","2","2"
"107536","2017-05-26","2017-05-26","1","1","1",NULL
"107544","2017-01-11","2017-06-08","6","6","3","1"
"107545","2016-12-30","2017-05-28","36","37","4","9"
"107548","2017-03-31","2017-05-27","3","3","2",NULL
"107604","2017-04-21","2017-05-27","5","5","1","4"
"107614","2017-04-11","2017-06-06","3","3",NULL,"1"
"107996","2017-05-25","2017-05-25","1","1","1",NULL
"108055","2017-01-01","2017-05-23","5","5",NULL,NULL
"108195","2016-12-31","2017-06-05","29","29","6","12"
"108269","2017-02-12","2017-06-03","15","15","5","2"
"108328","2016-12-30","2017-05-28","5","5","2",NULL
"108384","2016-12-31","2017-05-27","5","5","1","2"
"108398","2017-05-25","2017-05-25","1","1","1",NULL
"108412","2017-05-21","2017-06-01","5","5","1","3"
"108423","2017-01-13","2017-06-02","13","13","1","6"
"108493","2016-12-31","2017-06-07","21","21","1","12"
"108528","2017-04-12","2017-05-27","4","4","3",NULL
"108534","2017-03-21","2017-05-27","2","2","1",NULL
"108605","2017-01-03","2017-05-28","12","12","2","6"
"108640","2017-05-27","2017-05-27","1","1","1",NULL
"108780","2017-06-04","2017-06-04","1","1",NULL,NULL
"108835","2017-05-25","2017-05-25","1","1",NULL,"1"
"108897","2017-05-25","2017-05-25","1","1","1",NULL
"108941","2017-01-03","2017-05-26","13","13","4","6"
"108993","2016-12-31","2017-06-08","2","2",NULL,NULL
"109019","2017-05-27","2017-05-27","1","1","1",NULL
"109053","2017-05-03","2017-05-27","3","3",NULL,"3"
"109143","2017-05-27","2017-05-27","1","1","1",NULL
"109169","2017-01-04","2017-06-08","20","20","9","5"
"109252","2016-12-31","2017-06-05","17","17","6","8"
"109304","2017-03-18","2017-06-02","15","15",NULL,"2"
"109315","2017-03-05","2017-05-28","10","10","4","4"
"109335","2017-01-01","2017-06-02","12","12",NULL,"3"
"109388","2017-01-09","2017-05-27","3","3","2",NULL
"109396","2017-01-11","2017-05-28","8","8","2","3"
"109502","2017-01-04","2017-05-23","24","24","9","8"
"109720","2017-01-04","2017-05-25","3","3",NULL,"1"
"109723","2017-03-23","2017-05-23","7","7","2",NULL
"109826","2017-01-06","2017-05-25","3","3","1",NULL
"109874","2017-05-26","2017-05-26","2","2","2",NULL
"109889","2017-01-03","2017-06-06","7","7","2",NULL
"110012","2017-01-04","2017-05-28","2","2","1",NULL
"110090","2017-05-28","2017-05-28","1","1",NULL,"1"
"110239","2017-04-07","2017-05-26","9","9","2","2"
"110258","2017-01-02","2017-06-01","13","13","8","2"
"110259","2017-01-07","2017-06-04","18","18","3","7"
"110290","2017-01-02","2017-06-07","13","13","3","2"
"110291","2017-05-29","2017-05-29","1","1",NULL,NULL
"110323","2017-01-04","2017-06-03","7","7","1","1"
"110418","2017-01-10","2017-05-29","9","9","3","1"
"110470","2017-02-10","2017-06-08","5","5","1",NULL
"110511","2017-01-03","2017-05-27","12","12","9","2"
"110555","2017-03-17","2017-06-04","11","11","1","2"
"110615","2017-04-07","2017-05-28","2","2","2",NULL
"110624","2017-02-08","2017-06-06","5","5","1",NULL
"110635","2017-01-03","2017-06-07","4","4",NULL,"1"
"110771","2017-01-15","2017-05-30","7","7","1","2"
"110848","2017-03-15","2017-05-28","3","3","1","1"
"111040","2017-03-14","2017-05-25","5","5","2","2"
"111159","2017-05-05","2017-06-02","6","6","1","3"
"111240","2017-01-03","2017-05-28","18","18","5","2"
"111430","2017-01-16","2017-06-05","6","6",NULL,"1"
"111464","2017-05-25","2017-06-03","2","2",NULL,NULL
"111488","2017-05-07","2017-05-29","6","6",NULL,NULL
"111490","2017-01-04","2017-06-08","4","4",NULL,NULL
"111510","2017-05-23","2017-05-23","2","2",NULL,NULL
"111607","2017-01-04","2017-06-03","21","22","3","5"
"111626","2017-01-04","2017-05-27","9","9","2",NULL
"111677","2017-01-04","2017-06-08","5","5","1","2"
"111701","2017-01-05","2017-05-26","13","13","4","1"
"111758","2017-01-04","2017-06-03","4","4",NULL,"2"
"111811","2017-05-27","2017-06-01","2","2","1",NULL
"111924","2017-04-12","2017-06-03","4","4",NULL,NULL
"111925","2017-01-12","2017-06-01","6","6","1",NULL
"111982","2017-05-12","2017-05-27","2","3","1","1"
"111999","2017-01-07","2017-05-26","5","5","2","1"
"112175","2017-01-05","2017-05-28","7","7","2",NULL
"112239","2017-01-06","2017-06-02","15","15","4","9"
"112285","2017-01-18","2017-05-25","9","9","4","4"
"112483","2017-01-17","2017-06-06","13","13","2","7"
"112571","2017-01-05","2017-05-31","6","6","1",NULL
"112604","2017-01-05","2017-05-27","9","9","1",NULL
"112633","2017-01-05","2017-06-02","17","17","2","2"
"112637","2017-05-26","2017-05-26","1","1",NULL,"1"
"112639","2017-05-03","2017-05-27","4","4","2","1"
"112724","2017-03-20","2017-06-08","3","3","1","1"
"112742","2017-01-05","2017-06-06","14","14","4","1"
"112786","2017-01-11","2017-06-06","7","7","2",NULL
"112814","2017-04-18","2017-05-25","2","2","1",NULL
"112849","2017-04-10","2017-05-29","2","2",NULL,NULL
"112929","2017-01-13","2017-06-02","4","4","2",NULL
"112934","2017-05-29","2017-05-29","1","1",NULL,"1"
"113097","2017-01-11","2017-06-02","2","2","1",NULL
"113098","2017-03-10","2017-05-26","8","8","1","2"
"113155","2017-02-22","2017-06-01","17","18","5","2"
"113158","2017-01-05","2017-06-05","26","26","7","8"
"113314","2017-05-12","2017-06-04","2","2",NULL,"1"
"113406","2017-01-05","2017-06-01","7","7","3","1"
"113489","2017-02-18","2017-05-27","4","4","1",NULL
"113544","2017-01-15","2017-06-07","23","24","2","2"
"113567","2017-03-02","2017-05-28","2","2","1","1"
"113637","2017-02-26","2017-05-28","8","8","3","1"
"113755","2017-03-24","2017-05-24","4","4","2",NULL
"113840","2017-01-06","2017-06-04","9","9","1","3"
"113875","2017-01-09","2017-05-25","5","5","4",NULL
"113954","2017-01-10","2017-06-07","14","14","2","3"
"113990","2017-01-06","2017-05-26","3","3","2",NULL
"114028","2017-02-21","2017-06-01","10","10","2","4"
"114141","2017-06-04","2017-06-04","1","1",NULL,NULL
"114259","2017-01-08","2017-05-25","8","8","4",NULL
"114273","2017-01-13","2017-05-25","13","13","4","1"
"114326","2017-06-01","2017-06-01","1","1",NULL,NULL
"114336","2017-01-06","2017-05-23","7","7","2","3"
"114354","2017-05-25","2017-05-25","1","1",NULL,NULL
"114376","2017-04-10","2017-05-28","14","14","7","5"
"114411","2017-05-24","2017-05-27","3","3",NULL,"1"
"114444","2017-01-09","2017-06-07","7","7","3","2"
"114506","2017-02-20","2017-05-25","4","4","1",NULL
"114591","2017-03-22","2017-06-01","5","5","4",NULL
"114606","2017-03-22","2017-05-29","2","2","1",NULL
"114688","2017-02-20","2017-05-31","2","2",NULL,"1"
"114724","2017-01-20","2017-06-02","5","5","1","1"
"114960","2017-06-07","2017-06-07","1","1",NULL,NULL
"114995","2017-05-18","2017-05-28","2","2","1",NULL
"115014","2017-01-15","2017-06-07","16","17","2",NULL
"115081","2017-05-31","2017-05-31","1","1",NULL,"1"
"115183","2017-03-22","2017-05-28","3","3",NULL,NULL
"115230","2017-01-08","2017-05-27","11","11","1","2"
"115248","2017-01-08","2017-05-31","6","6",NULL,"1"
"115272","2017-03-11","2017-05-27","2","2",NULL,"2"
"115289","2017-01-07","2017-06-06","10","10","1",NULL
"115375","2017-05-26","2017-05-26","2","2","1",NULL
"115466","2017-05-25","2017-05-25","1","1","1",NULL
"115525","2017-02-25","2017-05-28","7","7","2","2"
"115699","2017-05-24","2017-05-24","1","1",NULL,NULL
"115715","2017-04-02","2017-05-23","6","6",NULL,NULL
"115717","2017-01-08","2017-05-28","4","4","1","1"
"115737","2017-01-08","2017-06-04","18","18","4","4"
"115766","2017-01-08","2017-06-04","13","13","1","3"
"115840","2017-01-08","2017-05-31","17","18","1","3"
"115863","2017-03-27","2017-06-05","4","4",NULL,NULL
"115912","2017-04-13","2017-05-27","4","4","1",NULL
"115960","2017-04-03","2017-05-27","14","14","2","2"
"116036","2017-03-01","2017-05-27","4","4","2",NULL
"116153","2017-02-20","2017-06-06","6","6","1","1"
"116163","2017-05-26","2017-05-26","2","2","2",NULL
"116179","2017-06-08","2017-06-08","1","1",NULL,NULL
"116199","2017-01-08","2017-05-27","2","2","1",NULL
"116224","2017-05-22","2017-05-23","2","2",NULL,"2"
"116288","2017-05-27","2017-05-27","1","1","1",NULL
"116298","2017-06-08","2017-06-08","1","1",NULL,NULL
"116369","2017-01-09","2017-05-27","15","15","2",NULL
"116373","2017-01-09","2017-06-06","25","25","1","2"
"116398","2017-05-19","2017-06-06","2","2",NULL,"1"
"116433","2017-03-07","2017-05-29","2","2","1",NULL
"116467","2017-01-09","2017-05-28","24","24","5","2"
"116489","2017-01-09","2017-05-26","7","7",NULL,NULL
"116515","2017-05-23","2017-05-26","3","3","2",NULL
"116538","2017-01-10","2017-06-02","9","9",NULL,"2"
"116556","2017-06-08","2017-06-08","2","2",NULL,"1"
"116561","2017-01-10","2017-06-06","31","31","1","12"
"116565","2017-01-09","2017-06-07","6","6",NULL,NULL
"116632","2017-06-07","2017-06-07","2","2",NULL,NULL
"116793","2017-01-09","2017-05-27","6","6","5","2"
"116859","2017-05-25","2017-06-03","3","3","2",NULL
"117011","2017-01-09","2017-05-28","15","15","3","2"
"117071","2017-01-09","2017-05-28","12","12","2","2"
"117182","2017-01-09","2017-05-28","11","12","3","6"
"117234","2017-05-25","2017-05-25","1","1","1",NULL
"117434","2017-01-12","2017-06-05","9","9",NULL,NULL
"117477","2017-01-15","2017-06-02","3","3","2",NULL
"117516","2017-02-13","2017-05-24","20","20","2",NULL
"117539","2017-01-14","2017-05-28","6","7","2","3"
"117544","2017-01-11","2017-06-05","3","3","1","1"
"117677","2017-05-23","2017-05-23","1","1",NULL,"1"
"117744","2017-01-10","2017-05-27","7","7","3",NULL
"117747","2017-01-11","2017-06-04","2","2",NULL,"1"
"117761","2017-03-24","2017-06-04","6","6","1",NULL
"117771","2017-01-10","2017-06-01","7","7","2",NULL
"117907","2017-02-26","2017-05-28","6","6","1","3"
"118049","2017-03-10","2017-06-02","19","19","3","4"
"118052","2017-01-11","2017-05-28","2","2",NULL,"1"
"118098","2017-01-10","2017-06-06","13","13","2","2"
"118113","2017-02-19","2017-05-25","35","35","2",NULL
"118135","2017-01-14","2017-05-27","13","13","4",NULL
"118196","2017-03-06","2017-06-07","21","21","3","5"
"118210","2017-02-20","2017-06-01","7","7","4",NULL
"118319","2017-01-11","2017-06-08","4","4",NULL,NULL
"118397","2017-04-17","2017-06-02","6","6",NULL,NULL
"118436","2017-02-28","2017-05-29","5","5",NULL,NULL
"118464","2017-01-11","2017-05-23","9","9","3","3"
"118512","2017-05-27","2017-05-27","1","1","1",NULL
"118557","2017-01-11","2017-06-05","8","8","1","1"
"118561","2017-01-11","2017-05-26","26","26","10","17"
"118644","2017-01-11","2017-05-25","20","20","7","2"
"118782","2017-01-11","2017-05-28","4","4",NULL,NULL
"118801","2017-01-11","2017-05-24","21","21","2","1"
"118894","2017-05-22","2017-05-26","2","2","1",NULL
"118993","2017-05-16","2017-05-25","2","2","1",NULL
"119001","2017-01-11","2017-06-07","26","26","6","4"
"119036","2017-06-05","2017-06-05","2","2",NULL,"2"
"119086","2017-01-18","2017-05-31","18","18","4","5"
"119087","2017-03-12","2017-05-28","5","5","2","2"
"119089","2017-02-09","2017-05-31","26","26","2",NULL
"119147","2017-06-05","2017-06-05","1","1",NULL,NULL
"119163","2017-01-11","2017-05-26","6","6","2","1"
"119213","2017-01-20","2017-06-08","4","4","1",NULL
"119233","2017-01-11","2017-05-26","25","25","7","10"
"119264","2017-01-11","2017-05-25","19","19","4","1"
"119280","2017-03-18","2017-05-28","11","11","1",NULL
"119370","2017-03-23","2017-05-27","4","4",NULL,"3"
"119387","2017-01-11","2017-05-27","2","3","2",NULL
"119402","2017-01-12","2017-05-24","22","22",NULL,"1"
"119408","2017-03-21","2017-06-04","3","3",NULL,NULL
"119416","2017-05-25","2017-05-25","1","1","1",NULL
"119430","2017-03-02","2017-06-03","22","22","6",NULL
"119433","2017-03-03","2017-06-02","6","6","3",NULL
"119605","2017-01-13","2017-05-26","17","18","3","10"
"119674","2017-01-12","2017-06-04","5","5","3",NULL
"119816","2017-05-27","2017-05-27","1","1",NULL,"1"
"119836","2017-01-12","2017-05-23","26","27","4",NULL
"119868","2017-01-12","2017-05-30","10","10","3",NULL
"119873","2017-03-30","2017-06-05","3","3",NULL,NULL
"119885","2017-01-13","2017-05-30","5","6",NULL,NULL
"119933","2017-05-27","2017-05-27","1","1",NULL,"1"
"119985","2017-04-07","2017-06-01","2","2",NULL,NULL
"120017","2017-03-29","2017-05-31","3","3",NULL,NULL
"120030","2017-01-12","2017-06-04","16","16","3","3"
"120192","2017-03-07","2017-06-08","8","8","1","1"
"120200","2017-05-13","2017-06-06","2","2","1",NULL
"120212","2017-05-23","2017-05-23","1","1",NULL,"1"
"120255","2017-04-28","2017-06-05","4","4",NULL,NULL
"120284","2017-03-15","2017-06-03","3","3",NULL,NULL
"120330","2017-01-16","2017-06-04","29","29","2","2"
"120363","2017-02-12","2017-05-29","48","48","12","19"
"120437","2017-01-13","2017-05-29","2","2","2",NULL
"120484","2017-02-06","2017-06-06","35","35","3","29"
"120487","2017-01-13","2017-05-28","7","7","1","1"
"120558","2017-01-13","2017-05-30","4","4","1","2"
"120660","2017-03-18","2017-06-04","3","3","1",NULL
"120769","2017-02-04","2017-06-07","6","6",NULL,"2"
"120931","2017-04-19","2017-06-06","3","3",NULL,NULL
"121167","2017-02-27","2017-06-01","14","14",NULL,"6"
"121207","2017-01-16","2017-05-27","3","3",NULL,NULL
"121253","2017-05-29","2017-05-29","1","1",NULL,"1"
"121380","2017-02-14","2017-05-30","12","12","3","1"
"121422","2017-04-21","2017-05-25","4","4","1",NULL
"121426","2017-03-25","2017-05-26","2","2","1","1"
"121456","2017-01-15","2017-05-27","14","17","4","4"
"121495","2017-03-31","2017-06-02","7","7","1",NULL
"121510","2017-03-11","2017-05-26","11","11","4","4"
"121769","2017-01-15","2017-05-27","14","14","7","4"
"121774","2017-05-31","2017-05-31","1","1",NULL,"1"
"121967","2017-05-16","2017-06-02","2","2",NULL,NULL
"121994","2017-03-12","2017-05-25","2","2","1",NULL
"122051","2017-04-12","2017-06-07","4","4","2","1"
"122060","2017-03-15","2017-05-25","7","7",NULL,NULL
"122116","2017-01-21","2017-05-25","6","6","1",NULL
"122165","2017-05-08","2017-06-06","8","8",NULL,NULL
"122252","2017-01-15","2017-06-04","8","8","1","2"
"122254","2017-05-28","2017-05-28","1","1","1",NULL
"122284","2017-05-25","2017-05-25","1","1","1",NULL
"122367","2017-04-19","2017-06-07","2","2",NULL,NULL
"122409","2017-03-29","2017-06-08","42","42","1",NULL
"122410","2017-05-29","2017-05-29","1","1",NULL,NULL
"122415","2017-01-15","2017-06-02","50","51","9","16"
"122421","2017-03-10","2017-05-26","25","25","2",NULL
"122447","2017-01-16","2017-05-24","3","3","1",NULL
"122597","2017-06-08","2017-06-08","1","1",NULL,NULL
"122696","2017-01-16","2017-06-03","9","9","2",NULL
"122742","2017-01-16","2017-05-26","8","8","2","2"
"122794","2017-01-16","2017-05-23","4","4",NULL,NULL
"122816","2017-06-02","2017-06-02","1","1",NULL,"1"
"122822","2017-05-21","2017-06-01","3","3",NULL,NULL
"122906","2017-01-16","2017-06-06","11","11",NULL,"6"
"123029","2017-01-16","2017-05-25","13","13","4",NULL
"123071","2017-06-04","2017-06-04","1","1",NULL,"1"
"123140","2017-02-08","2017-06-06","20","20","3","11"
"123171","2017-02-17","2017-05-26","8","8","2","5"
"123212","2017-01-17","2017-05-28","2","2","1","1"
"123354","2017-04-11","2017-05-29","11","11",NULL,NULL
"123400","2017-04-29","2017-05-28","4","4","2",NULL
"123425","2017-01-17","2017-06-05","10","10","4","6"
"123467","2017-01-17","2017-06-08","35","35","7","26"
"123530","2017-05-15","2017-05-27","5","5","1","1"
"123596","2017-05-27","2017-05-27","1","1","1",NULL
"123647","2017-05-20","2017-06-03","4","4",NULL,"1"
"123653","2017-01-18","2017-05-25","6","6","1","1"
"123909","2017-03-16","2017-05-28","3","3","1",NULL
"123921","2017-02-27","2017-05-27","19","19","4","2"
"124086","2017-05-05","2017-05-24","3","3",NULL,NULL
"124210","2017-02-13","2017-06-08","10","10","1","4"
"124216","2017-02-28","2017-05-31","14","15","4","3"
"124250","2017-03-08","2017-05-29","12","12",NULL,NULL
"124491","2017-01-20","2017-06-07","10","10",NULL,NULL
"124511","2017-01-18","2017-05-28","6","6",NULL,NULL
"124890","2017-03-02","2017-05-28","14","14","1","6"
"124963","2017-03-07","2017-05-27","8","8","4","1"
"125002","2017-01-20","2017-06-08","15","15","5",NULL
