id,zxs,orders,days_range,frequency
"159561","172062","2","44","22.0000"
"159562","144218","11","107","9.7273"
"159564","138658","2","6","3.0000"
"159565","137381","3","30","10.0000"
"159567","18964","9","27","3.0000"
"159568","153023","1","0","0.0000"
"159573","14196","10","38","3.8000"
"159577","156981","11","143","13.0000"
"159581","49169","18","125","6.9444"
"159583","148392","2","6","3.0000"
"159587","36776","1","0","0.0000"
"159588","110221","5","89","17.8000"
"159592","144063","1","0","0.0000"
"159593","156981","1","0","0.0000"
"159594","144218","21","139","6.6190"
"159599","144218","22","143","6.5000"
"159601","44360","3","11","3.6667"
"159604","159604","2","0","0.0000"
"159606","156981","7","7","1.0000"
"159620","156981","10","104","10.4000"
"159621","26591","1","0","0.0000"
"159628","31687","2","13","6.5000"
"159629","156981","11","45","4.0909"
"159632","133840","6","64","10.6667"
"159633","70927","2","0","0.0000"
"159644","31831","2","14","7.0000"
"159648","131234","17","146","8.5882"
"159653","0","2","88","44.0000"
"159655","71500","1","0","0.0000"
"159657","165609","1","0","0.0000"
"159660","126594","7","49","7.0000"
"159663","31687","1","0","0.0000"
"159668","84459","3","7","2.3333"
"159670","100625","2","0","0.0000"
"159671","20442","3","6","2.0000"
"159673","126012","75","130","1.7333"
"159678","140367","1","0","0.0000"
"159679","96192","3","0","0.0000"
"159682","156981","1",NULL,NULL
"159683","130302","20","134","6.7000"
"159684","153023","5","132","26.4000"
"159685","156981","1","0","0.0000"
"159686","148392","19","23","1.2105"
"159689","31687","1","0","0.0000"
"159690","144218","21","78","3.7143"
"159691","152937","1","0","0.0000"
"159692","0","1","0","0.0000"
"159694","553822","1","0","0.0000"
"159697","103142","2","0","0.0000"
"159705","4340","2","0","0.0000"
"159706","44360","3","38","12.6667"
"159708","0","2","37","18.5000"
"159709","148392","20","128","6.4000"
"159715","46085","1","0","0.0000"
"159718","8634","1","0","0.0000"
"159721","29664","1","0","0.0000"
"159722","48464","1","0","0.0000"
"159725","188749","3","0","0.0000"
"159726","71721","13","135","10.3846"
"159727","156981","1","0","0.0000"
"159729","130525","1","0","0.0000"
"159730","46085","1","0","0.0000"
"159731","159411","1",NULL,NULL
"159732","154929","1","0","0.0000"
"159735","126594","5","39","7.8000"
"159737","44360","2","1","0.5000"
"159739","96192","3","74","24.6667"
"159742","111039","4","30","7.5000"
"159744","44186","1","0","0.0000"
"159746","151740","3","0","0.0000"
"159756","110936","1","0","0.0000"
"159761","153023","6","133","22.1667"
"159764","8634","5","0","0.0000"
"159774","125536","1","0","0.0000"
"159776","153725","5","137","27.4000"
"159786","100649","1","0","0.0000"
"159791","126594","12","87","7.2500"
"159795","153725","1","0","0.0000"
"159796","38617","3","0","0.0000"
"159797","128446","7","101","14.4286"
"159800","53356","4","0","0.0000"
"159801","23483","1","0","0.0000"
"159802","128446","3","13","4.3333"
"159804","139056","9","71","7.8889"
"159806","136682","13","134","10.3077"
"159807","18964","2","24","12.0000"
"159808","152445","3","77","25.6667"
"159809","35507","8","124","15.5000"
"159810","159810","17","89","5.2353"
"159811","17174","12","108","9.0000"
"159812","96114","1","0","0.0000"
"159813","170878","2","52","26.0000"
"159814","128446","1","0","0.0000"
"159823","152445","14","69","4.9286"
"159828","154351","1","0","0.0000"
"159829","159829","40","136","3.4000"
"159832","57580","3","0","0.0000"
"159837","170878","1","0","0.0000"
"159838","0","1","0","0.0000"
"159843","17174","5","10","2.0000"
"159847","105432","1","0","0.0000"
"159848","46869","1","0","0.0000"
"159856","368","21","129","6.1429"
"159857","17174","2","29","14.5000"
"159858","159858","14","34","2.4286"
"159862","65595","7","28","4.0000"
"159868","144604","7","33","4.7143"
"159869","17174","1","0","0.0000"
"159871","42900","11","109","9.9091"
"159874","149934","1","0","0.0000"
"159882","38617","1","0","0.0000"
"159884","38617","26","133","5.1154"
"159887","156981","1",NULL,NULL
"159893","133840","18","126","7.0000"
"159895","17174","4","77","19.2500"
"159897","157688","3","0","0.0000"
"159900","19921","4","57","14.2500"
"159904","111039","1",NULL,NULL
"159914","153725","1","0","0.0000"
"159915","17174","19","146","7.6842"
"159916","139056","5","34","6.8000"
"159919","36037","1","0","0.0000"
"159931","219396","1","0","0.0000"
"159934","19464","32","123","3.8438"
"159935","131206","1","0","0.0000"
"159937","138658","2","17","8.5000"
"159944","31687","4","8","2.0000"
"159945","137381","3","23","7.6667"
"159952","430","6","29","4.8333"
"159953","153023","3","8","2.6667"
"159956","21066","2","3","1.5000"
"159957","43936","1","0","0.0000"
"159958","156981","2","5","2.5000"
"159960","133840","10","109","10.9000"
"159963","100625","3","3","1.0000"
"159967","66793","1","0","0.0000"
"159968","113988","4","57","14.2500"
"159969","156981","2","10","5.0000"
"159970","486235","1",NULL,NULL
"159975","142982","3","32","10.6667"
"159978","150439","3","12","4.0000"
"159982","21066","4","0","0.0000"
"159987","91192","1","0","0.0000"
"159992","66500","2","0","0.0000"
"159995","21066","2","4","2.0000"
"159998","159998","3","71","23.6667"
"160002","113988","5","40","8.0000"
"160005","105432","4","30","7.5000"
"160006","144857","1","0","0.0000"
"160007","138658","3","29","9.6667"
"160008","57580","1","0","0.0000"
"160009","111039","2","110","55.0000"
"160011","103520","40","122","3.0500"
"160012","91192","1","0","0.0000"
"160016","116959","1","0","0.0000"
"160017","160017","84","128","1.5238"
"160018","147901","1",NULL,NULL
"160020","116959","2","0","0.0000"
"160023","116959","1","0","0.0000"
"160030","116959","2","8","4.0000"
"160031","37433","3","51","17.0000"
"160033","18964","13","106","8.1538"
"160036","160036","2","24","12.0000"
"160037","93433","2","0","0.0000"
"160040","116959","2","58","29.0000"
"160041","116959","52","138","2.6538"
"160042","160042","53","140","2.6415"
"160043","116959","7","103","14.7143"
"160045","111948","8","101","12.6250"
"160046","125292","2","2","1.0000"
"160049","96660","5","75","15.0000"
"160051","139598","1","0","0.0000"
"160057","116959","1","0","0.0000"
"160058","154351","6","86","14.3333"
"160059","5828","7","112","16.0000"
"160061","126268","11","139","12.6364"
"160063","160063","17","111","6.5294"
"160065","116959","3","12","4.0000"
"160066","160262","3","0","0.0000"
"160073","19921","3","4","1.3333"
"160074","82193","10","108","10.8000"
"160076","160262","1","0","0.0000"
"160078","125292","12","17","1.4167"
"160080","44360","1","0","0.0000"
"160081","146279","1","0","0.0000"
"160083","0","1",NULL,NULL
"160085","18964","11","81","7.3636"
"160087","95445","1","0","0.0000"
"160090","116959","3","38","12.6667"
"160095","144218","3","39","13.0000"
"160096","403710","1","0","0.0000"
"160102","116959","2","18","9.0000"
"160103","47686","1","0","0.0000"
"160104","36037","1","0","0.0000"
"160106","24090","5","135","27.0000"
"160107","27980","12","86","7.1667"
"160108","116959","12","124","10.3333"
"160110","18964","2","24","12.0000"
"160111","91274","104","117","1.1250"
"160112","91274","53","114","2.1509"
"160113","0","1","0","0.0000"
"160114","116959","11","100","9.0909"
"160116","42744","12","119","9.9167"
"160119","230252","10","92","9.2000"
"160122","120770","83","143","1.7229"
"160125","152445","16","109","6.8125"
"160130","57580","7","27","3.8571"
"160132","57580","7","1","0.1429"
"160135","172057","14","86","6.1429"
"160137","136682","3","29","9.6667"
"160144","23576","1","0","0.0000"
"160147","131877","1","0","0.0000"
"160155","174019","3","56","18.6667"
"160161","33281","1","0","0.0000"
"160162","154351","12","139","11.5833"
"160163","0","5","29","5.8000"
"160164","84031","1","0","0.0000"
"160165","67604","8","119","14.8750"
"160167","120770","188","139","0.7394"
"160168","139598","1","0","0.0000"
"160171","120770","28","140","5.0000"
"160178","86907","2","1","0.5000"
"160179","154351","2","128","64.0000"
"160180","194835","2","60","30.0000"
"160182","116959","9","123","13.6667"
"160183","333139","3","12","4.0000"
"160184","280433","1","0","0.0000"
"160185","132218","5","45","9.0000"
"160186","120770","73","142","1.9452"
"160187","38617","3","0","0.0000"
"160188","140291","2","21","10.5000"
"160189","17174","2","0","0.0000"
"160191","82193","13","112","8.6154"
"160199","18964","50","147","2.9400"
"160206","111039","1","0","0.0000"
"160208","368","2","6","3.0000"
"160209","139056","3","0","0.0000"
"160210","143145","3","40","13.3333"
"160211","0","2","1","0.5000"
"160216","0","1","0","0.0000"
"160217","103142","7","89","12.7143"
"160219","120770","71","115","1.6197"
"160226","154351","3","80","26.6667"
"160231","83635","4","134","33.5000"
"160238","73198","2","21","10.5000"
"160239","82193","17","87","5.1176"
"160242","202467","2","25","12.5000"
"160248","123688","5","18","3.6000"
"160262","160262","45","144","3.2000"
"160265","80404","1","0","0.0000"
"160268","147562","1","0","0.0000"
"160272","77726","2","0","0.0000"
"160277","83635","1","0","0.0000"
"160280","0","4","30","7.5000"
"160285","253297","1","0","0.0000"
"160287","143145","2","0","0.0000"
"160293","10138","3","32","10.6667"
"160299","122583","1","0","0.0000"
"160303","151740","12","89","7.4167"
"160305","116959","1","0","0.0000"
"160310","154351","1","0","0.0000"
"160315","116959","3","4","1.3333"
"160319","38617","27","144","5.3333"
"160323","116959","6","90","15.0000"
"160327","66500","12","71","5.9167"
"160328","110552","1","0","0.0000"
"160331","31687","2","0","0.0000"
"160338","151740","1","0","0.0000"
"160345","117765","2","20","10.0000"
"160346","82193","2","32","16.0000"
"160347","82193","7","88","12.5714"
"160348","81560","1","0","0.0000"
"160349","82193","12","124","10.3333"
"160350","160350","3","8","2.6667"
"160351","43923","3","109","36.3333"
"160352","82193","23","118","5.1304"
"160354","82193","13","93","7.1538"
"160355","82193","23","146","6.3478"
"160357","82193","70","128","1.8286"
"160358","82193","10","28","2.8000"
"160360","82193","44","107","2.4318"
"160367","82193","1","0","0.0000"
"160368","82193","14","92","6.5714"
"160370","82193","18","111","6.1667"
"160371","82193","2","64","32.0000"
"160372","82193","6","94","15.6667"
"160374","160374","68","103","1.5147"
"160375","82193","37","143","3.8649"
"160376","116959","1","0","0.0000"
"160378","82193","5","125","25.0000"
"160380","0","2","0","0.0000"
"160382","82193","9","87","9.6667"
"160385","82081","4","85","21.2500"
"160388","82193","28","98","3.5000"
"160390","82193","17","95","5.5882"
"160393","116959","1","0","0.0000"
"160394","27997","1","0","0.0000"
"160395","82193","11","60","5.4545"
"160397","82193","2","123","61.5000"
"160401","84031","1","0","0.0000"
"160402","82193","27","102","3.7778"
"160403","82193","19","147","7.7368"
"160405","82193","4","89","22.2500"
"160406","104873","23","134","5.8261"
"160408","38617","65","112","1.7231"
"160412","160412","28","129","4.6071"
"160413","0","1","0","0.0000"
"160415","41584","2","36","18.0000"
"160416","119214","2","5","2.5000"
"160420","116959","2","0","0.0000"
"160421","148392","2","7","3.5000"
"160426","82193","44","97","2.2045"
"160428","138658","1","0","0.0000"
"160429","82193","1","0","0.0000"
"160430","82193","3","5","1.6667"
"160431","160431","34","121","3.5588"
"160432","147706","2","43","21.5000"
"160433","24740","1","0","0.0000"
"160435","36776","1","0","0.0000"
"160439","95948","38","122","3.2105"
"160441","160441","94","129","1.3723"
"160445","160445","123","139","1.1301"
"160449","14196","2","0","0.0000"
"160450","82193","22","115","5.2273"
"160451","36202","6","102","17.0000"
"160452","82193","5","56","11.2000"
"160453","82193","3","4","1.3333"
"160454","160262","1","0","0.0000"
"160456","82193","1","0","0.0000"
"160457","134483","25","142","5.6800"
"160458","82193","5","5","1.0000"
"160459","138658","1","0","0.0000"
"160461","82193","20","98","4.9000"
"160463","82193","3","56","18.6667"
"160465","82193","7","92","13.1429"
"160466","157405","11","108","9.8182"
"160467","82193","26","142","5.4615"
"160471","138658","3","0","0.0000"
"160472","0","1","0","0.0000"
"160473","82193","8","63","7.8750"
"160477","82193","45","120","2.6667"
"160480","82193","73","139","1.9041"
"160481","82193","1","0","0.0000"
"160487","120770","35","98","2.8000"
"160489","131521","1","0","0.0000"
"160490","82193","1","0","0.0000"
"160491","152445","2","0","0.0000"
"160493","82193","36","124","3.4444"
"160494","138658","5","107","21.4000"
"160496","120770","9","6","0.6667"
"160497","120770","26","91","3.5000"
"160498","149395","27","120","4.4444"
"160500","152445","70","144","2.0571"
"160503","131206","2","0","0.0000"
"160506","82193","5","115","23.0000"
"160508","138658","4","94","23.5000"
"160511","156981","1","0","0.0000"
"160512","82193","11","91","8.2727"
"160514","139056","3","53","17.6667"
"160515","138658","7","111","15.8571"
"160517","104873","6","9","1.5000"
"160522","36202","1","0","0.0000"
"160525","104873","1","0","0.0000"
"160526","82193","7","32","4.5714"
"160528","156055","4","1","0.2500"
"160537","160537","17","88","5.1765"
"160541","160541","2","0","0.0000"
"160542","139598","1","0","0.0000"
"160546","82193","23","123","5.3478"
"160551","82193","4","80","20.0000"
"160553","71500","16","57","3.5625"
"160554","142295","19","143","7.5263"
"160555","160555","9","65","7.2222"
"160558","120770","1","0","0.0000"
"160560","120770","1","0","0.0000"
"160567","160567","7","113","16.1429"
"160570","46085","9","87","9.6667"
"160571","23836","4","100","25.0000"
"160573","84031","1","0","0.0000"
"160574","0","3","0","0.0000"
"160578","82193","34","101","2.9706"
"160579","82193","5","58","11.6000"
"160580","123814","1","0","0.0000"
"160582","120770","4","119","29.7500"
"160583","82193","2","0","0.0000"
"160586","160586","5","0","0.0000"
"160589","24740","3","56","18.6667"
"160590","156055","1","0","0.0000"
"160593","82193","9","132","14.6667"
"160594","237","25","133","5.3200"
"160596","154351","7","106","15.1429"
"160598","82193","24","123","5.1250"
"160605","142295","5","105","21.0000"
"160610","46085","1","0","0.0000"
"160611","82193","6","2","0.3333"
"160612","137548","2","1","0.5000"
"160624","18964","46","143","3.1087"
"160627","18964","20","140","7.0000"
"160630","121791","3","41","13.6667"
"160637","156055","1","0","0.0000"
"160641","14196","2","0","0.0000"
"160649","18964","7","52","7.4286"
"160662","120770","33","135","4.0909"
"160664","73198","1","0","0.0000"
"160666","85184","1",NULL,NULL
"160668","49633","4","0","0.0000"
"160683","18964","5","16","3.2000"
"160686","120770","25","131","5.2400"
"160692","152937","1","0","0.0000"
"160700","152937","6","49","8.1667"
"160703","120770","63","137","2.1746"
"160704","131234","3","8","2.6667"
"160705","158502","1","0","0.0000"
"160706","82193","8","100","12.5000"
"160707","198272","2","11","5.5000"
"160710","138658","3","32","10.6667"
"160711","237","23","98","4.2609"
"160712","138658","6","143","23.8333"
"160718","45009","4","67","16.7500"
"160719","120770","1","0","0.0000"
"160721","128203","2",NULL,NULL
"160723","82193","11","109","9.9091"
"160724","44360","2","19","9.5000"
"160725","139119","2","0","0.0000"
"160727","45009","1","0","0.0000"
"160728","31687","1","0","0.0000"
"160730","160730","8","88","11.0000"
"160732","40988","5","2","0.4000"
"160734","116959","14","118","8.4286"
"160736","82193","2","0","0.0000"
"160742","50694","1","0","0.0000"
"160745","46085","1",NULL,NULL
"160747","120770","44","134","3.0455"
"160749","31831","3","0","0.0000"
"160754","82193","16","135","8.4375"
"160755","18964","26","128","4.9231"
"160760","18964","31","146","4.7097"
"160762","112343","1","0","0.0000"
"160768","131754","3","111","37.0000"
"160771","150439","1","0","0.0000"
"160772","43287","1","0","0.0000"
"160775","152920","9","13","1.4444"
"160779","18964","4","28","7.0000"
"160783","82193","3","7","2.3333"
"160798","46085","2","0","0.0000"
"160801","120770","9","103","11.4444"
"160804","18964","1","0","0.0000"
"160806","18964","6","57","9.5000"
"160808","152445","8","108","13.5000"
"160812","138658","27","139","5.1481"
"160817","459656","1","0","0.0000"
"160820","149395","6","121","20.1667"
"160821","18964","10","121","12.1000"
"160823","18964","19","98","5.1579"
"160826","82193","7","146","20.8571"
"160830","152445","13","94","7.2308"
"160831","18964","5","60","12.0000"
"160836","144612","3","11","3.6667"
"160838","149395","2","0","0.0000"
"160843","116959","1","0","0.0000"
"160845","18964","14","96","6.8571"
"160846","152445","11","107","9.7273"
"160847","31831","1","0","0.0000"
"160848","160848","31","115","3.7097"
"160852","149470","1","0","0.0000"
"160858","46085","14","119","8.5000"
"160861","138658","1","0","0.0000"
"160863","160863","41","137","3.3415"
"160867","96114","9","114","12.6667"
"160873","144063","24","134","5.5833"
"160874","82193","9","142","15.7778"
"160878","160412","5","4","0.8000"
"160879","120770","1","0","0.0000"
"160880","138658","4","46","11.5000"
"160884","152445","2","71","35.5000"
"160885","36030","2","0","0.0000"
"160887","138658","2","7","3.5000"
"160890","18964","20","58","2.9000"
"160894","27980","4","99","24.7500"
"160896","82193","35","103","2.9429"
"160898","138658","1","0","0.0000"
"160901","138658","3","139","46.3333"
"160902","133840","2","0","0.0000"
"160903","134483","1","0","0.0000"
"160906","138658","5","52","10.4000"
"160908","18964","1","0","0.0000"
"160910","138658","2","5","2.5000"
"160911","82193","1","0","0.0000"
"160917","128203","1","0","0.0000"
"160920","0","1","0","0.0000"
"160921","116959","1","0","0.0000"
"160926","18964","2","15","7.5000"
"160934","82193","5","56","11.2000"
"160941","18964","1","0","0.0000"
"160948","120770","98","135","1.3776"
"160951","82193","25","133","5.3200"
"160952","49633","1","0","0.0000"
"160953","179238","1","0","0.0000"
"160954","77582","2","0","0.0000"
"160955","152445","1","0","0.0000"
"160956","0","1",NULL,NULL
"160957","64614","4","21","5.2500"
"160958","81255","1","0","0.0000"
"160959","55926","2","0","0.0000"
"160963","152937","2","34","17.0000"
"160969","122583","1","0","0.0000"
"160970","160970","29","95","3.2759"
"160979","138658","2","0","0.0000"
"160983","144218","16","140","8.7500"
"160984","156270","3","41","13.6667"
"160994","18964","12","58","4.8333"
"160999","18964","60","118","1.9667"
"161001","36776","24","114","4.7500"
"161002","134483","10","62","6.2000"
"161006","144218","1","0","0.0000"
"161008","135759","1","0","0.0000"
"161015","157744","1","0","0.0000"
"161016","49633","20","72","3.6000"
"161019","156055","1","0","0.0000"
"161023","136815","1","0","0.0000"
"161024","343973","1","0","0.0000"
"161025","140291","2","0","0.0000"
"161027","121843","15","142","9.4667"
"161028","152937","16","64","4.0000"
"161030","161030","17","71","4.1765"
"161031","18964","11","106","9.6364"
"161033","117765","1","0","0.0000"
"161038","19894","1","0","0.0000"
"161039","75560","2","10","5.0000"
"161040","60141","26","112","4.3077"
"161044","152445","13","113","8.6923"
"161048","128203","2","0","0.0000"
"161052","156188","21","139","6.6190"
"161053","186507","6","132","22.0000"
"161054","160528","1","0","0.0000"
"161055","138658","5","3","0.6000"
"161058","19464","4","0","0.0000"
"161061","73741","9","0","0.0000"
"161063","154351","10","76","7.6000"
"161069","20442","1","0","0.0000"
"161071","152445","14","84","6.0000"
"161078","123688","1","0","0.0000"
"161082","116959","1","0","0.0000"
"161086","47190","4","39","9.7500"
"161088","103520","2","4","2.0000"
"161090","156055","2","0","0.0000"
"161091","116959","2","1","0.5000"
"161093","153023","1","0","0.0000"
"161095","212721","1","0","0.0000"
"161096","220373","7","87","12.4286"
"161098","82193","34","116","3.4118"
"161099","156270","7","25","3.5714"
"161100","116000","1","0","0.0000"
"161104","67604","3","0","0.0000"
"161110","116959","1","0","0.0000"
"161116","14196","1",NULL,NULL
"161117","161117","7","142","20.2857"
"161121","161121","52","133","2.5577"
"161129","28948","3","128","42.6667"
"161131","138658","18","130","7.2222"
"161133","136682","1","0","0.0000"
"161135","5828","17","97","5.7059"
"161136","4340","3","134","44.6667"
"161140","156055","1","0","0.0000"
"161143","44186","28","39","1.3929"
"161144","82193","6","9","1.5000"
"161147","82193","21","144","6.8571"
"161148","123814","3","7","2.3333"
"161153","71500","3","24","8.0000"
"161160","138658","4","80","20.0000"
"161163","82193","10","128","12.8000"
"161164","120770","1","0","0.0000"
"161166","53143","41","137","3.3415"
"161168","98670","1","0","0.0000"
"161171","53143","4","56","14.0000"
"161173","82193","1","0","0.0000"
"161177","82193","6","122","20.3333"
"161179","82193","2","11","5.5000"
"161183","161183","10","37","3.7000"
"161184","131877","4","88","22.0000"
"161185","81560","1","0","0.0000"
"161186","171155","5","24","4.8000"
"161190","136682","3","0","0.0000"
"161195","33281","13","83","6.3846"
"161200","53143","10","48","4.8000"
"161204","82193","5","63","12.6000"
"161208","0","1","0","0.0000"
"161210","128620","1","0","0.0000"
"161211","19464","36","134","3.7222"
"161212","19464","2","100","50.0000"
"161213","131877","1","0","0.0000"
"161215","144218","23","102","4.4348"
"161218","144218","10","116","11.6000"
"161222","82193","4","121","30.2500"
"161223","17870","3","0","0.0000"
"161228","140983","3","5","1.6667"
"161232","144218","12","133","11.0833"
"161235","41584","1","0","0.0000"
"161239","0","2","8","4.0000"
"161240","103520","2","0","0.0000"
"161249","131877","1","0","0.0000"
"161251","149666","2","0","0.0000"
"161253","13401","2","0","0.0000"
"161254","82193","17","104","6.1176"
"161256","143604","8","80","10.0000"
"161259","160432","2","1","0.5000"
"161260","0","2","13","6.5000"
"161261","111493","4","31","7.7500"
"161262","0","1","0","0.0000"
"161265","161265","7","59","8.4286"
"161266","149666","7","84","12.0000"
"161267","144218","1","0","0.0000"
"161268","53143","28","89","3.1786"
"161275","75560","1","0","0.0000"
"161276","161276","25","138","5.5200"
"161277","53356","2","17","8.5000"
"161278","138658","1","0","0.0000"
"161279","53143","18","78","4.3333"
"161282","131877","7","83","11.8571"
"161283","144063","2","0","0.0000"
"161286","33433","1","0","0.0000"
"161292","161292","22","116","5.2727"
"161293","149666","1","0","0.0000"
"161294","161294","8","97","12.1250"
"161296","0","13","46","3.5385"
"161298","33433","1","0","0.0000"
"161302","35987","2","0","0.0000"
"161303","149666","3","0","0.0000"
"161304","17870","1","0","0.0000"
"161306","143604","3","0","0.0000"
"161308","72993","6","83","13.8333"
"161310","153023","1",NULL,NULL
"161311","161311","23","126","5.4783"
"161313","72993","2","99","49.5000"
"161314","27980","1","0","0.0000"
"161316","0","29","103","3.5517"
"161318","27980","64","135","2.1094"
"161324","161324","3","0","0.0000"
"161329","42158","2","1","0.5000"
"161331","44360","6","43","7.1667"
"161333","84031","3","24","8.0000"
"161335","157047","2","68","34.0000"
"161340","33281","2","0","0.0000"
"161341","72993","3","106","35.3333"
"161342","35507","2","0","0.0000"
"161343","144218","7","46","6.5714"
"161344","40988","1","0","0.0000"
"161345","131234","11","110","10.0000"
"161351","44360","1","0","0.0000"
"161352","155580","2","9","4.5000"
"161353","72993","2","0","0.0000"
"161357","37433","3","92","30.6667"
"161363","156270","4","82","20.5000"
"161368","49633","6","36","6.0000"
"161370","8634","4","15","3.7500"
"161379","20442","13","140","10.7692"
"161382","19464","22","103","4.6818"
"161386","103505","1","0","0.0000"
"161387","144218","4","3","0.7500"
"161388","33433","1","0","0.0000"
"161389","144218","5","126","25.2000"
"161396","144218","1",NULL,NULL
"161399","144218","8","91","11.3750"
"161402","11770","6","0","0.0000"
"161403","80125","4","111","27.7500"
"161405","49633","2","7","3.5000"
"161407","0","3","98","32.6667"
"161408","82193","8","110","13.7500"
"161409","90003","2","1","0.5000"
"161410","138658","1","0","0.0000"
"161412","33433","1",NULL,NULL
"161413","155580","3","72","24.0000"
"161414","155580","15","19","1.2667"
"161415","144857","2","12","6.0000"
"161418","90003","12","137","11.4167"
"161419","72993","9","121","13.4444"
"161421","72993","1","0","0.0000"
"161422","82193","2","4","2.0000"
"161423","130857","1","0","0.0000"
"161427","155580","5","2","0.4000"
"161432","20442","1","0","0.0000"
"161440","72993","2","20","10.0000"
"161441","27980","6","7","1.1667"
"161442","78548","1","0","0.0000"
"161443","46085","3",NULL,NULL
"161445","90485","1","0","0.0000"
"161449","0","15","109","7.2667"
"161453","132306","8","37","4.6250"
"161454","70927","2","0","0.0000"
"161455","0","3","41","13.6667"
"161460","90485","2","0","0.0000"
"161461","155580","8","136","17.0000"
"161463","71500","10","118","11.8000"
"161464","155580","1","0","0.0000"
"161465","26591","4","50","12.5000"
"161468","110808","1","0","0.0000"
"161473","161473","25","137","5.4800"
"161483","28948","1","0","0.0000"
"161486","82193","11","61","5.5455"
"161496","143604","1","0","0.0000"
"161497","70591","3","34","11.3333"
"161500","161500","24","100","4.1667"
"161504","25704","1","0","0.0000"
"161505","43923","1","0","0.0000"
"161506","138658","2","0","0.0000"
"161508","82193","1","0","0.0000"
"161510","130383","1","0","0.0000"
"161512","86141","1","0","0.0000"
"161516","0","5","38","7.6000"
"161520","42900","3","0","0.0000"
"161525","237","1","0","0.0000"
"161526","255764","1","0","0.0000"
"161528","0","51","71","1.3922"
"161530","161530","7","56","8.0000"
"161533","152937","2","3","1.5000"
"161534","44360","3","0","0.0000"
"161536","27980","7","52","7.4286"
"161538","0","1","0","0.0000"
"161541","40988","33","88","2.6667"
"161547","82193","3","79","26.3333"
"161551","82193","17","104","6.1176"
"161554","44360","8","75","9.3750"
"161559","40988","5","6","1.2000"
"161560","46833","1","0","0.0000"
"161564","26591","3","70","23.3333"
"161565","82193","20","121","6.0500"
"161568","174019","4","38","9.5000"
"161577","134483","3","110","36.6667"
"161579","82193","9","140","15.5556"
"161580","82193","1","0","0.0000"
"161581","0","6","70","11.6667"
"161585","143604","1","0","0.0000"
"161592","110936","10","70","7.0000"
"161595","154610","3","6","2.0000"
"161598","108949","2","20","10.0000"
"161603","149666","1","0","0.0000"
"161604","82193","5","4","0.8000"
"161607","144218","4","109","27.2500"
"161611","152937","6","140","23.3333"
"161612","28355","1","0","0.0000"
"161618","38617","2","0","0.0000"
"161620","82193","3","18","6.0000"
"161625","108949","13","125","9.6154"
"161626","82193","8","91","11.3750"
"161627","90003","3","28","9.3333"
"161628","70927","1","0","0.0000"
"161629","175030","1",NULL,NULL
"161631","161631","6","25","4.1667"
"161633","161633","23","84","3.6522"
"161634","125139","2","45","22.5000"
"161636","125139","6","119","19.8333"
"161643","82193","64","145","2.2656"
"161644","31831","109","103","0.9450"
"161663","125139","4","80","20.0000"
"161667","31831","2","1","0.5000"
"161669","0","1","0","0.0000"
"161671","137785","1","0","0.0000"
"161674","132161","1","0","0.0000"
"161676","125139","1","0","0.0000"
"161687","5820","19","84","4.4211"
"161688","40805","55","118","2.1455"
"161691","154259","1","0","0.0000"
"161692","31831","43","125","2.9070"
"161693","5820","1","0","0.0000"
"161695","124016","3","138","46.0000"
"161696","82193","1","0","0.0000"
"161700","132161","2","0","0.0000"
"161701","31831","1","0","0.0000"
"161702","31831","12","130","10.8333"
"161706","125139","3","31","10.3333"
"161707","143604","12","134","11.1667"
"161708","29710","1","0","0.0000"
"161714","142295","27","130","4.8148"
"161715","148392","1","0","0.0000"
"161730","81560","2","0","0.0000"
"161741","0","2","0","0.0000"
"161746","110221","2","84","42.0000"
"161747","148123","1","0","0.0000"
"161751","132306","1","0","0.0000"
"161753","14807","5","3","0.6000"
"161759","44360","21","109","5.1905"
"161762","82193","10","114","11.4000"
"161767","110808","1","0","0.0000"
"161772","135225","1","0","0.0000"
"161774","77726","1","0","0.0000"
"161777","0","1","0","0.0000"
"161778","82193","4","102","25.5000"
"161782","138658","5","16","3.2000"
"161787","161787","184","118","0.6413"
"161788","31831","24","109","4.5417"
"161791","125139","3","100","33.3333"
"161794","15998","1","0","0.0000"
"161796","82193","2","0","0.0000"
"161797","161797","13","121","9.3077"
"161802","154610","2","5","2.5000"
"161804","82193","1","0","0.0000"
"161806","82193","1","0","0.0000"
"161808","82193","8","105","13.1250"
"161809","161809","72","137","1.9028"
"161810","82193","2","0","0.0000"
"161811","82193","14","117","8.3571"
"161816","5820","1","0","0.0000"
"161817","73741","6","0","0.0000"
"161823","142295","9","86","9.5556"
"161826","491220","1","0","0.0000"
"161827","31831","17","121","7.1176"
"161828","103520","1","0","0.0000"
"161831","82193","22","96","4.3636"
"161832","435","7","25","3.5714"
"161833","82193","6","95","15.8333"
"161834","161834","26","107","4.1154"
"161837","133840","18","116","6.4444"
"161839","38617","13","117","9.0000"
"161840","31426","1","0","0.0000"
"161841","104506","1","0","0.0000"
"161844","132306","41","146","3.5610"
"161845","204683","1","0","0.0000"
"161857","82193","44","122","2.7727"
"161862","1472","8","15","1.8750"
"161864","82193","4","30","7.5000"
"161869","82193","1","0","0.0000"
"161872","73741","2","0","0.0000"
"161882","20442","30","92","3.0667"
"161883","82193","1","0","0.0000"
