time,user_id,order
"2017-04-24 20","63387","5"
"2017-04-25 08","88024","5"
"2017-04-25 09","192993","5"
"2017-04-25 15","20442","5"
"2017-04-25 17","144063","5"
"2017-04-25 18","192035","5"
"2017-04-26 00","259560","5"
"2017-04-26 08","40805","5"
"2017-04-26 16","46833","5"
"2017-04-27 10","273641","5"
"2017-04-27 13","211147","5"
"2017-04-27 15","163205","5"
"2017-04-27 22","27980","5"
"2017-04-28 10","224053","5"
"2017-04-28 11","107346","5"
"2017-04-28 12","78984","5"
"2017-04-28 12","206347","5"
"2017-04-28 14","71500","5"
"2017-04-28 15","166188","5"
"2017-04-28 16","43788","5"
"2017-04-28 18","107346","5"
"2017-04-29 12","12187","5"
"2017-03-02 09","72170","5"
"2017-03-04 10","88623","5"
"2017-03-06 09","98259","5"
"2017-03-07 13","130914","5"
"2017-03-08 00","38617","5"
"2017-03-09 12","107346","5"
"2017-03-10 16","75560","5"
"2017-03-11 09","88623","5"
"2017-03-11 16","121922","5"
"2017-03-14 07","73844","5"
"2017-03-14 16","20442","5"
"2017-03-15 12","31831","5"
"2017-03-15 12","38617","5"
"2017-03-15 12","111039","5"
"2017-03-16 17","119537","5"
"2017-03-17 13","1472","5"
"2017-03-17 15","109462","5"
"2017-03-19 20","33281","5"
"2017-03-19 23","146730","5"
"2017-03-20 00","146730","5"
"2017-03-20 16","31831","5"
"2017-03-21 13","19464","5"
"2017-03-21 13","147560","5"
"2017-03-21 14","163621","5"
"2017-03-21 16","127139","5"
"2017-03-21 17","145957","5"
"2017-03-21 22","139973","5"
"2017-03-21 23","138658","5"
"2017-03-22 09","38617","5"
"2017-03-22 09","38911","5"
"2017-03-22 09","105820","5"
"2017-03-22 09","165754","5"
"2017-03-22 21","172056","5"
"2017-03-23 09","121830","5"
"2017-03-23 12","170281","5"
"2016-03-16 18","22","5"
"2016-04-17 21","554","5"
"2016-04-26 19","22","5"
"2016-05-17 20","62","5"
"2016-05-19 19","165","5"
"2016-05-20 21","165","5"
"2016-05-25 18","165","5"
"2016-06-07 19","7155","5"
"2016-07-06 15","83","5"
"2016-07-06 17","165","5"
"2016-07-12 21","165","5"
"2016-07-12 21","237","5"
"2016-07-25 09","10872","5"
"2016-08-14 14","165","5"
"2016-08-19 12","3055","5"
"2016-08-24 21","5615","5"
"2016-08-25 12","76","5"
"2016-08-25 14","237","5"
"2016-08-25 19","3311","5"
"2016-08-25 19","20442","5"
"2016-08-26 13","19464","5"
"2016-08-26 14","237","5"
"2016-08-29 16","165","5"
"2016-09-03 09","165","5"
"2016-09-04 15","23443","5"
"2016-09-06 08","21694","5"
"2016-09-07 12","4880","5"
"2016-09-07 20","59","5"
"2016-09-07 22","25635","5"
"2016-09-08 17","40805","5"
"2016-09-09 11","165","5"
"2016-09-10 15","19464","5"
"2016-09-17 17","4387","5"
"2016-09-17 21","23443","5"
"2016-09-18 11","10872","5"
"2016-09-18 20","14804","5"
"2016-09-19 20","23443","5"
"2016-09-19 20","23447","5"
"2016-09-20 10","165","5"
"2016-09-20 15","21694","5"
"2016-09-22 13","165","5"
"2016-09-23 20","11770","5"
"2016-09-23 21","36030","5"
"2016-09-26 17","165","5"
"2016-09-27 10","23938","5"
"2016-09-29 11","43788","5"
"2016-10-10 22","32382","5"
"2016-10-14 09","165","5"
"2016-10-17 11","3055","5"
"2016-10-21 21","39196","5"
"2016-10-21 22","15434","5"
"2016-10-25 21","1472","5"
"2016-10-26 19","28948","5"
"2016-10-28 16","165","5"
"2016-10-28 17","165","5"
"2016-10-28 17","52007","5"
"2016-10-30 20","52007","5"
"2016-11-02 10","42900","5"
"2016-11-03 14","14807","5"
"2016-11-03 16","4530","5"
"2016-11-04 11","50694","5"
"2016-11-04 19","24968","5"
"2016-11-07 12","1568","5"
"2016-11-07 20","21968","5"
"2016-11-07 21","1568","5"
"2016-11-07 21","33478","5"
"2016-11-11 00","31831","5"
"2016-11-11 00","43351","5"
"2016-11-11 07","35928","5"
"2016-11-11 20","28499","5"
"2016-11-14 18","20442","5"
"2016-11-14 20","20442","5"
"2016-11-18 16","165","5"
"2016-11-18 17","40858","5"
"2017-01-03 21","73741","5"
"2017-01-04 13","60027","5"
"2017-01-05 10","101570","5"
"2017-01-05 12","23443","5"
"2017-01-07 21","103520","5"
"2017-01-09 13","98670","5"
"2017-01-09 20","90485","5"
"2017-01-09 23","31831","5"
"2017-01-10 15","16797","5"
"2017-01-10 19","67048","5"
"2017-01-11 15","31831","5"
"2017-01-11 15","103505","5"
"2017-01-11 16","16611","5"
"2017-01-11 20","85077","5"
"2017-01-11 21","35681","5"
"2017-01-11 21","85077","5"
"2017-01-12 08","15998","5"
"2017-01-12 20","58767","5"
"2017-01-13 14","158","5"
"2017-01-13 20","165","5"
"2017-01-14 20","430","5"
"2017-01-14 22","77545","5"
"2017-01-15 02","15998","5"
"2017-01-15 17","75098","5"
"2017-01-15 21","46085","5"
